,timestamp_est,anonymous_id,language,question,detected_lang,cluster
4392,2020-03-28 12:36:59.219,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,Does Covid-19 affect impotence?,en,unclassified
4394,2020-03-28 11:51:42.981,7895f18e-a495-4f51-9b87-692449a60bd5,en,how accurate are the results of the covid 19 test? ,en,personal-testing
4395,2020-03-28 11:51:42.952,7895f18e-a495-4f51-9b87-692449a60bd5,en,"my boss won't give me sick leave unless I test positive, what should I do",en,personal-testing
4396,2020-03-28 10:34:30.426,80fa91f7-c792-4c73-9d5d-4918c7efb816,en,How long does it take to get my resultsÉ,en,unclassified
4397,2020-03-28 10:46:19.52,d56e3573-23d3-4645-86e9-2ced3150130a,en,"At what rate COVID-19 pandemic spreading currently, any similarity across regions",en,covid-transmission
4398,2020-03-28 12:36:59.192,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,What are Covid-19’s symptoms?,en,covid-symptoms
4400,2020-03-28 11:51:42.907,7895f18e-a495-4f51-9b87-692449a60bd5,en,can I still go grocery shopping,en,unclassified
4402,2020-03-28 11:51:43.028,7895f18e-a495-4f51-9b87-692449a60bd5,en,can I travel to the US,en,unclassified
4404,2020-03-28 10:34:30.441,80fa91f7-c792-4c73-9d5d-4918c7efb816,en,What are the symptoms of COVID-19?,en,covid-symptoms
4405,2020-03-28 11:16:23.134,47bc0167-cee5-43e2-9dcc-1d883c03818f,en,Does wearing a mask help prevent getting Corona virus,en,personal-caution
4406,2020-03-28 16:49:58.429,cad393ea-1292-402a-a11b-4b036a69eca4,en,Is migraine a symptom of covid?,en,covid-symptoms
4408,2020-03-28 12:57:07.1,17e74942-c1b7-4eae-bea5-fa027a10ead8,en,Can the new coronavirus be transmitted by packages or imports of goods? ,en,covid-transmission
4410,2020-03-28 16:49:58.506,cad393ea-1292-402a-a11b-4b036a69eca4,en,Is excessive fatigue a symptom of covid?,en,covid-symptoms
4411,2020-03-28 16:35:50.536,b6221c04-2672-4423-8b32-080a1bc15268,en,Can my dog catch tbs ,en,covid-animals
4412,2020-03-28 15:51:53.018,4fce750b-022c-42f4-bcca-8bd146e00fae,en,For how long the virus lives on glass surfaces?,en,covid-life
4413,2020-03-28 16:42:51.965,4d1a70c5-afe2-4f2c-97e3-3f13004faa7a,en,what kind of mask is good,en,covid-fight
4414,2020-03-28 15:51:53.014,4fce750b-022c-42f4-bcca-8bd146e00fae,en,Should I use ibuprofen if I have fever or tylenol is better?,en,personal-symptoms
4415,2020-03-28 12:57:07.146,17e74942-c1b7-4eae-bea5-fa027a10ead8,en, What surfaces can the coronavirus attach itself to and how long does it remain infectious? ,en,covid-what
4416,2020-03-28 12:36:59.229,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,How do you contract Covid-19?,en,covid-transmission
4417,2020-03-28 15:51:52.987,4fce750b-022c-42f4-bcca-8bd146e00fae,en,How to handle deliveries of groceries during the pandemic?,en,unclassified
4418,2020-03-28 12:57:07.085,17e74942-c1b7-4eae-bea5-fa027a10ead8,en, How long is the period between infection and the appearance of symptoms and when do people become contagious? ,en,covid-infection
4419,2020-03-28 12:36:59.178,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,How can you prevent COVID-19?,en,personal-caution
4420,2020-03-28 14:42:58.137,4b1199df-ba6f-41b9-a1a2-99640a5dfb18,en,When will a vaccine be available?,en,covid-med
4421,2020-03-28 12:36:59.205,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,How can you discern between regular cough and Covid-19 cough?,en,unclassified
4423,2020-03-29 01:10:27.634,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,How can I know if I have COVID-19?,en,personal-symptoms
4425,2020-03-29 01:10:27.648,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,How long would it take to develop a vaccine for this virus?,en,covid-med
4428,2020-03-28 21:51:18.391,e95e6883-e89e-4348-8383-90bb4f8b7280,en,Can I get infected more than once?,en,covid-infection
4429,2020-03-29 01:10:27.642,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,Is it okay to go out for a walk?,en,situation-lockdown
4435,2020-03-28 20:38:01.233,f03c23ad-e1c9-4201-adc0-95302ef816da,en,When will I be able to travel again?,en,unclassified
4436,2020-03-28 20:38:01.19,f03c23ad-e1c9-4201-adc0-95302ef816da,en,What is the likelihood to be sick by Covid-19?,en,covid-what
4441,2020-03-29 01:10:27.649,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,What are the risks involved for heart patients,en,covid-contagious
4443,2020-03-29 01:10:27.636,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,What do I do if I have symptoms?,en,personal-symptoms
4445,2020-03-28 19:21:11.835,d92527a8-9fdd-44f3-ae30-beccda7695ea,en,Why is this virus so bad for elderly?,en,unclassified
4446,2020-03-28 21:28:30.07,5ca565ba-42c6-443f-8fbc-ed1d22270095,en,How did Covid 19 start?,en,situation-past
4449,2020-03-28 21:28:30.069,5ca565ba-42c6-443f-8fbc-ed1d22270095,en,Define self isolation,en,personal-isolation
4451,2020-03-28 20:38:01.175,f03c23ad-e1c9-4201-adc0-95302ef816da,en,How can I be safe?,en,unclassified
4456,2020-03-28 19:21:11.816,d92527a8-9fdd-44f3-ae30-beccda7695ea,en,Is this virus worse for people with asthma?,en,unclassified
4460,2020-03-28 21:51:18.469,e95e6883-e89e-4348-8383-90bb4f8b7280,en,What can I do to protect myself?,en,personal-caution
4461,2020-03-28 19:21:11.798,d92527a8-9fdd-44f3-ae30-beccda7695ea,en,Does this virus hurt muscles?,en,unclassified
4463,2020-03-28 20:38:01.21,f03c23ad-e1c9-4201-adc0-95302ef816da,en,When will the COVID-19 outbreak finish?,en,unclassified
4464,2020-03-28 19:21:11.853,d92527a8-9fdd-44f3-ae30-beccda7695ea,en,Is the virus dangerous for animals?,en,covid-animals
4468,2020-03-29 09:34:43.337,1523f2a2-768c-4402-ade8-e724273eec4f,en,Do I need to get tested if I have a cough,en,personal-symptoms
4469,2020-03-29 09:29:33.036,610054a0-f944-4d2a-a8da-9497df8c6dc4,en,What conditions need to exist before we can safely stop self-isolating? ,en,personal-isolation
4472,2020-03-29 09:29:33.037,610054a0-f944-4d2a-a8da-9497df8c6dc4,en,"Once you recover from covid-19, are you immune? ",en,covid-recovery
4473,2020-03-29 12:33:29.124,8746cf9e-474f-41b3-beee-6b0b7a44cf65,en,How many test Quebec Government is doing a day?,en,personal-testing
4474,2020-03-29 09:34:43.374,1523f2a2-768c-4402-ade8-e724273eec4f,en,Will I get paid for self isolation if test is negative ,en,personal-whatif
4475,2020-03-29 03:00:50.907,a3e4fda8-a826-4083-8d3d-e9f639184827,en,Is there a way for me and my family to get gloves and masks for when i need to go out for provisions. ,en,covid-fight
4477,2020-03-29 10:14:48.562,411e8ed4-6311-4655-85d7-c69fd33d5e17,en,Headaches ,en,unclassified
4479,2020-03-29 12:09:10.495,6fbe190d-abc5-45b2-a195-0a469aca3c97,en,"I have been self isolating for 2 weeks ending Tuesday, I returned to Canada from Florida on the 16th of March. I need a clean bill of health in order to return to work. Does that mean I need to get a covid 19 test?",en,personal-symptoms
4482,2020-03-29 14:50:04.798,c9cc0978-1523-4962-a1b7-99d9ab2ca598,en,How contagious is it?,en,unclassified
4484,2020-03-29 14:50:04.804,c9cc0978-1523-4962-a1b7-99d9ab2ca598,en,How can I catch it?,en,unclassified
4489,2020-03-29 14:50:04.806,c9cc0978-1523-4962-a1b7-99d9ab2ca598,en,Are asymptotic people contagious?,en,covid-symptoms
4490,2020-03-29 14:50:04.797,c9cc0978-1523-4962-a1b7-99d9ab2ca598,en,What is COVID-19?,en,covid-what
4491,2020-03-29 14:50:04.814,c9cc0978-1523-4962-a1b7-99d9ab2ca598,en,When should I go to the emergency room?,en,situation-lockdown
4495,2020-03-29 14:50:04.817,c9cc0978-1523-4962-a1b7-99d9ab2ca598,en,What is self-isolation?,en,personal-isolation
4497,2020-03-29 19:09:04.883,e3ea4d70-cf5f-4f5e-a465-6eaea15687ec,en,What would be the diferences between covid-19 and a sinusitite,en,personal-whatif
4498,2020-03-29 21:18:52.348,622dd328-0fb5-41f1-8421-b44a3237bf74,en,Can i go for walks in the park - is it safe?,en,situation-lockdown
4499,2020-03-29 21:18:52.353,622dd328-0fb5-41f1-8421-b44a3237bf74,en,Provided I don't touch anyone or be near someone coughing i can walk the streets?,en,situation-lockdown
4505,2020-03-29 21:18:52.342,622dd328-0fb5-41f1-8421-b44a3237bf74,en,Do gloves help? Don't they get infected?,en,covid-fight
4509,2020-03-29 21:18:52.333,622dd328-0fb5-41f1-8421-b44a3237bf74,en,I was in the cake shop using tongs to select the cakes. Could COVID19 be on the tongs from someone else?,en,unclassified
4511,2020-03-29 21:18:52.338,622dd328-0fb5-41f1-8421-b44a3237bf74,en,How may times should I wear the same mask?,en,covid-fight
4513,2020-03-29 21:41:42.013,c1ee23ee-f373-45c7-81de-b42cbfc96327,fr,What are the symptoms of Covid 19,en,covid-symptoms
4514,2020-03-29 21:18:52.326,622dd328-0fb5-41f1-8421-b44a3237bf74,en,How long does the virus stay on boxes?,en,covid-life
4515,2020-03-30 08:48:29.143,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,My next door neighbours (appartment) have just gotten back to the country.  Can the virus travel through the ventilation system?,en,covid-symptoms
4516,2020-03-30 10:25:45.724,2e9bda84-0c97-4118-9c17-930d2bc4ee1b,en,What is coronavirus?,en,covid-what
4518,2020-03-30 09:39:39.714,8584998e-5cec-4fff-a456-8a3cd470e963,en,How should I wash my hands?,en,unclassified
4519,2020-03-30 11:37:32.263,78922eff-5aa8-4a26-87f5-068b0f91bd94,fr,Can AI help to identify vulnerable populations needs?,en,personal-whatif
4520,2020-03-30 08:48:29.138,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,"I live in a high rise, is there a chance I could get the virus from shared washer/dryers?",en,unclassified
4521,2020-03-30 09:22:58.609,bf2a9e46-8741-433a-93af-b9f5048f18ac,en,How often should you wipe down surfaces with bleach?,en,unclassified
4522,2020-03-30 09:39:39.686,8584998e-5cec-4fff-a456-8a3cd470e963,en,What are the symtoms for COVID-19?,en,covid-symptoms
4523,2020-03-30 12:10:29.908,822a2f36-8100-4c12-8fa6-704e6244bf66,en,is the virus air-borne,en,covid-transmission
4525,2020-03-30 09:22:58.615,bf2a9e46-8741-433a-93af-b9f5048f18ac,en,"If other family members have self isolated in their homes for 14 days can they now visit you in your home where you are self isolating too? I understand you can meet with a group of 5 now or will this compromise your ""bubble""?",en,personal-whatif
4526,2020-03-30 09:27:35.069,58bece3f-f48f-4c7e-a473-1396875905ac,en,What are the symptoms of Covid -19?,en,covid-symptoms
4527,2020-03-30 08:28:05.356,d0d696d9-0412-495c-abbd-33b527cf8d9e,fr,Covid-19 ,en,unclassified
4530,2020-03-30 08:48:29.127,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,Is it still safe to order take out?,en,unclassified
4533,2020-03-30 03:48:46.275,b52a6835-bd2e-4a0a-b931-c78ead4f0ad7,en,Is covid 19 airborne?,en,covid-transmission
4534,2020-03-30 11:37:32.256,78922eff-5aa8-4a26-87f5-068b0f91bd94,fr,Can AI help telemedicine?,en,covid-med
4537,2020-03-30 07:52:51.86,28aea68e-d2bf-4e6b-a081-bc338a1cb16c,en,How many humans will die from COVID-19?,en,unclassified
4538,2020-03-30 07:52:51.842,28aea68e-d2bf-4e6b-a081-bc338a1cb16c,en,When will the COVID-19 pandemic likely be contained?,en,unclassified
4539,2020-03-30 08:48:29.133,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,Can I get the virus from handling mail?,en,unclassified
4540,2020-03-30 07:18:35.874,feec5a3a-6535-4741-8789-7ea635d6dbb5,en,how many infections are china hiding?,en,covid-infection
4542,2020-03-30 09:22:58.593,bf2a9e46-8741-433a-93af-b9f5048f18ac,en, Can you be re-infected with Covid 19 or are you immune after getting it?,en,covid-infection
4544,2020-03-30 07:52:51.934,28aea68e-d2bf-4e6b-a081-bc338a1cb16c,en,Can I get COVID-19 from a package delivered by somebody with COVID-19?,en,unclassified
4545,2020-03-30 07:52:51.818,28aea68e-d2bf-4e6b-a081-bc338a1cb16c,en,What is the growth rate of confirmed new cases of COVID-19 in the US?,en,situation-stats
4546,2020-03-30 09:27:35.092,58bece3f-f48f-4c7e-a473-1396875905ac,en,How long does the Covid-19 virus exist on cardboard?,en,unclassified
4548,2020-03-30 09:22:58.58,bf2a9e46-8741-433a-93af-b9f5048f18ac,en,If you have self quarantined for 14 days can you now self isolate meaning you can go into the comunity while practicing social distancing? Can you be re-infected with Covid 19 or are you immune after getting it?,en,personal-whatif
4552,2020-03-30 08:34:43,29127928-c344-403b-9a0a-84f7addc4ac4,en,I feel sick - do I have the corona virus?,en,personal-symptoms
4554,2020-03-30 07:52:51.888,28aea68e-d2bf-4e6b-a081-bc338a1cb16c,en,What is the government's plan to help financially with the impact of COVID-19?,en,covid-what
4555,2020-03-30 08:48:29.121,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,What is the risk of getting the virus from fresh produce bought at the store?,en,covid-contagious
4559,2020-03-30 09:39:39.708,8584998e-5cec-4fff-a456-8a3cd470e963,en,Is runny nose a symtom of COVID-19?,en,covid-symptoms
4561,2020-03-30 15:20:59.747,c57eb2b0-28d7-499c-815e-b465c5c80235,en,How can I boost my immune system?,en,covid-symptoms
4563,2020-03-30 15:20:59.746,c57eb2b0-28d7-499c-815e-b465c5c80235,en,How long does the virus stay alive on surface?,en,covid-life
4564,2020-03-30 15:20:59.761,c57eb2b0-28d7-499c-815e-b465c5c80235,en,Is a newborn more vulnerable to the virus?,en,unclassified
4565,2020-03-30 14:09:48.988,7663bade-b836-43f2-a515-039a533e9e68,en,How long does a person infected with Coronavirus remain contagious to others?,en,covid-infection
4567,2020-03-30 13:29:31.93,5c22aa74-f513-46cf-9d88-c97aca511663,en,What are the first symptoms of COVID-19?,en,covid-symptoms
4568,2020-03-30 15:20:59.754,c57eb2b0-28d7-499c-815e-b465c5c80235,en,Will boosting my immune system help?,en,covid-symptoms
4570,2020-03-30 15:32:29.464,88ff6287-337c-42f5-b5d2-93f4f971f856,en,If I get affected with Covid-19 will my college insurance cover me..?,en,personal-whatif
4571,2020-03-30 17:30:28.455,7443f401-badd-4219-9f58-1490ca0ce0f5,en,It countries that have asked its citizens to wear masks have seen their coronavirus cases remain low.,en,situation-stats
4574,2020-03-30 15:20:59.744,c57eb2b0-28d7-499c-815e-b465c5c80235,en,Is a pregnant woman more vulnerable?,en,unclassified
4576,2020-03-30 12:54:07.487,b20e7906-547e-4163-958b-9a393ffc5b4a,en,I will 65 this November 18th.I have had Phnomonia 3 times and Bronchitis once. Am I more vulneralble to Covid 19? I also work in a grocery store {Metro Inc.}4 to 6 days a week. Has  constipation ever been considered a symptom?,en,personal-symptoms
4577,2020-03-30 22:42:02.487,9749165d-863c-4a04-be70-89580f4210b3,en,What is COVID-19 death rate? ,en,situation-stats
4581,2020-03-30 19:48:19.297,7b72db2e-5ad2-4beb-954f-de83ca9c9df6,en,How infectious is COVID-19?,en,unclassified
4584,2020-03-30 19:48:26.225,3a235adb-bcbc-4438-a932-68fcc42b2da6,en,How many cases their is?,en,situation-stats
4587,2020-03-30 22:42:02.487,9749165d-863c-4a04-be70-89580f4210b3,en,What's COVID-19? ,en,covid-what
4589,2020-03-30 22:33:04.538,08ba6e78-a797-40e5-88dd-f602af6c5a1f,en,how many cases in quebec?,en,situation-stats
4594,2020-03-30 17:30:28.462,7443f401-badd-4219-9f58-1490ca0ce0f5,en,"Since we know that the virus can be airborne for up to 3 hours, why are we not wearing masks ?",en,covid-fight
4600,2020-03-31 10:03:19.703,7fe076af-a4fa-4cd8-adb3-153f7c6c0558,en,What is the somptoms of COVID-19?,en,covid-symptoms
4613,2020-03-31 09:57:40.719,35d9b924-2f96-477f-8c50-92510e932ac6,en,"If the adult children of an elderly woman (living alone in her own home) are not symptomatic and haven't travelled recently, what is the recommendation when it comes to visiting their mother?",en,personal-whatif
4628,2020-03-31 14:04:33.398,4da5106b-beae-4ea5-b74e-c5053ec1e5fc,en,"My husband has had lung cancer which resulted in the removal of one lung and has emphysema and currently on oral chemo medication - should I not go for groceries, etc in fear of bringing the virus into our house?",en,covid-med
4629,2020-03-31 15:21:39.398,865ad5d0-a2df-4be1-b456-2b42bbf855c7,en,"I have to go to hospital for ultrasound with high risk pregnancy. Other than gloves, what can I do to be safe? What do I do when I get home-change clothes, shower? ",en,covid-fight
4631,2020-03-31 14:43:59.394,225964aa-1a73-4913-8359-e4aabdfef1ee,en,If I am over 70 and am not exhibiting any covid symtoms shoul I request to be tested?,en,personal-whatif
4633,2020-03-31 16:18:08.802,ee0711cf-d493-4a92-91eb-2c6a5e3f5a27,en,What precautions do I need to take beyond physical distancing as much as possible?,en,personal-caution
4642,2020-03-31 22:02:21.236,846e628d-fc26-4223-bddf-3c80cc9bb0f9,en,I have asthma and I have augmented to the maximum dose because I'm concerned about covid-19. Is it a good idea? I have to work full time and I worry about it.,en,personal-symptoms
4643,2020-03-31 19:51:34.253,94d2eadd-1059-42be-bf69-13662a3000af,en,"Im 66,soon 67,Ive been off work for 3 weeks but have been on Prednisone for 3 weeks.I am to be back at work Apr 6. its a factory situation with little protection.Do I stay home,go back to work, Im confused! ",en,personal-caution
4651,2020-03-31 17:20:10.046,30ee40a5-c65c-49e8-b2bc-d31b85ab3422,en,How severe is COVID-19,en,unclassified
4654,2020-03-31 17:24:01.77,351b1e0d-7e8b-4d04-9b7e-6b16e0623160,en,hi do you offer french services,en,unclassified
4666,2020-04-01 07:03:28.088,c30c49d2-c929-4629-9a17-07c5d9d8493e,en,Can I get coronavirus from the gas pump?,en,unclassified
4668,2020-04-01 07:17:19.441,f9bb7f4e-4182-4354-b8b4-c89022e07304,en,What are the main symptoms ?,en,covid-symptoms
4669,2020-04-01 03:12:03.724,a0e99f09-a68b-44d7-a9db-544d592bf42e,en,What is the response time for antibody testing please?,en,personal-testing
4670,2020-04-01 09:56:58.438,acec452f-023d-4254-b4dc-dd791f8f3ec8,en,I feel dizzy and feverish. Do I have to do a Covid19 test?,en,personal-symptoms
4671,2020-04-01 09:44:38.401,a77c8fab-18b6-4ff3-9779-1ffb88ef268c,en,Should i wear a mask when outside,en,covid-fight
4673,2020-04-01 07:19:56.331,c321dd09-f507-49da-bd95-457ff59650eb,en,When should I get tested?,en,personal-testing
4674,2020-04-01 07:19:56.34,c321dd09-f507-49da-bd95-457ff59650eb,en,What makes covid-19 difficult to treat?,en,personal-whatif
4676,2020-04-01 09:56:58.463,acec452f-023d-4254-b4dc-dd791f8f3ec8,en,"I'm sneezing, is this a symptom? ",en,covid-symptoms
4677,2020-04-01 09:24:29.319,f8c3dd42-f82f-418b-acfc-415b518e8a38,en,Is COVID-19 airborne?,en,covid-transmission
4678,2020-04-01 09:56:58.449,acec452f-023d-4254-b4dc-dd791f8f3ec8,en,Where can I go in Montreal to do a test?,en,personal-testing
4682,2020-04-01 09:24:29.364,f8c3dd42-f82f-418b-acfc-415b518e8a38,en,Is it safe to run outdoors?,en,unclassified
4683,2020-04-01 09:56:58.421,acec452f-023d-4254-b4dc-dd791f8f3ec8,en,"I've been coughing the whole day, what should i do? ",en,unclassified
4684,2020-04-01 14:47:11.081,858cf005-533a-458c-acb2-cce7676e0fef,en,"Hi, how many cases of COVID are in Canada",en,situation-stats
4686,2020-04-01 14:37:21.159,70892183-b6f3-43ad-98ee-9bd9b4320bbc,en,Is it normal to feel warm but not have a fever ,en,unclassified
4688,2020-04-01 13:53:33.007,f57bb0ea-f008-4be9-8a2b-f28af18de25b,en,how did corona virus evolve,en,unclassified
4690,2020-04-01 13:53:33.017,f57bb0ea-f008-4be9-8a2b-f28af18de25b,en,What made it capable to move from human to human,en,unclassified
4691,2020-04-01 13:25:41.553,3dffa221-8a2a-451d-a35b-58f2d34dc6aa,en,Who can be tested for covid-19 in BC?,en,personal-testing
4692,2020-04-01 16:36:36.992,4b7cd955-206e-4125-8809-46d3491265a0,en,I have no family in Canada and I live alone. How can I be prepared in case of infection with Covid-19 or even any other sickness ?,en,covid-life
4698,2020-04-01 16:36:36.971,4b7cd955-206e-4125-8809-46d3491265a0,en,"If I have Flu symptoms, how can I know if I have the flue or Covid-19? Can I do the Flu PCR test and if it came negative does this mean that I have Covid-19? ",en,personal-symptoms
4700,2020-04-01 17:29:56.787,07e5b5d0-1701-4892-8f1a-d9155c596858,en,Is there an evaluation of your services?,en,unclassified
4706,2020-04-01 16:36:36.985,4b7cd955-206e-4125-8809-46d3491265a0,en,"I live alone and I have no family members. If I ever became sick with Covid-19, should I still be staying home alone? or do I need to be at the hospital for medical care during my sickness?",en,covid-life
4711,2020-04-01 17:29:56.77,07e5b5d0-1701-4892-8f1a-d9155c596858,en,When will I be able to go back to work (government contract) ?,en,covid-transmission
4723,2020-04-01 17:29:56.78,07e5b5d0-1701-4892-8f1a-d9155c596858,en,What resources does the public have if they dont have access to internet or phones?,en,personal-whatif
4725,2020-04-02 01:45:32.378,f47d0925-2500-47b3-a796-0529f99aa659,en,what is covid-19,en,covid-what
4730,2020-04-02 10:48:07.893,4b1a819f-08f2-405c-a47d-b17220dfba8e,en,Can I go for a job during covid ? ,en,situation-lockdown
4732,2020-04-02 11:04:35.147,8d6f5df5-5449-41ec-b02c-89053f7391c9,en,if anyone covid-19 a international student is it covered under their health care plan in mohawk college,en,personal-whatif
4733,2020-04-02 10:52:38.808,fc53aad8-c39a-473d-a94c-a9ce14ade510,en,How do I protect myself?,en,personal-caution
4735,2020-04-02 03:39:52.457,5657d549-9879-49ca-9a39-3b3c7e56fa46,en,What is coronavirus?,en,covid-what
4737,2020-04-02 03:39:52.466,5657d549-9879-49ca-9a39-3b3c7e56fa46,en,Is the covid similar to sars?,en,unclassified
4740,2020-04-02 17:46:10.301,8eacac88-e6f3-4706-8125-306d27642166,en,how long will it be before we find a vaccine for covid-19,en,covid-med
4744,2020-04-02 17:33:43.071,8b48ad42-e9a4-4f68-988c-28921ef10978,en,what to do with groceries when return to home ,en,unclassified
4745,2020-04-02 19:50:39.405,38214d34-a6aa-4a2f-80a6-7a28eb037bc7,en,I am wondering if 14 days is long enough to ensure I don't have the virus and won't have to worry about spreading it to others?,en,personal-whatif
4750,2020-04-02 17:33:43.084,8b48ad42-e9a4-4f68-988c-28921ef10978,en,are newspapers delivered to the door a problem,en,unclassified
4751,2020-04-02 22:16:05.455,6d59e326-4add-4bd8-9caf-d58accc1e306,en,How do I apply to employment insurance,en,unclassified
4752,2020-04-02 21:08:19.971,7a4d8622-ff15-48b4-a757-a26f4b25801d,en,Do I need to self isolate if a coworker at my husbands place of employment tested positive but he never had direct contact with that person?,en,personal-whatif
4753,2020-04-02 18:38:13.661,cb0bc932-ffec-4d77-b832-ba652170473c,en,what are the symptoms of covid,en,covid-symptoms
4756,2020-04-02 22:14:22.799,6d59e326-4add-4bd8-9caf-d58accc1e306,en,"I have had a cough for 4 weeks now, is it a symptom of COVID-19?",en,personal-symptoms
4758,2020-04-02 22:16:05.446,6d59e326-4add-4bd8-9caf-d58accc1e306,en,Does my city (Montreal) provide virtual visist with a doctor as I do not want to go near a clinic,en,unclassified
4761,2020-04-03 12:25:24.017,e7b75425-f8a4-456a-bc8a-39477f4e107a,en,I'm a permanent resident here. Do i get any benefits from the government?,en,unclassified
4763,2020-04-03 12:05:23.427,0688b59a-a6c4-4e3d-823f-618e30f49f82,en,I would like to know how long can the virus survive in different surfaces?,en,covid-life
4766,2020-04-03 09:01:18.742,6ca9ccc1-9700-4109-813c-1a6132f2ac22,en,What can I do if I am experiencing anxiety?,en,personal-whatif
4768,2020-04-03 05:15:45.899,f5bea853-d5c9-4f54-8e79-39c5309ea029,en,nothing,en,unclassified
4769,2020-04-03 05:15:45.902,f5bea853-d5c9-4f54-8e79-39c5309ea029,en,what is it about?,en,unclassified
4771,2020-04-03 12:05:23.435,0688b59a-a6c4-4e3d-823f-618e30f49f82,en,"If we are in quarantine for like 14 days and we did not show any symptoms after the 14 days, can we conclude that we don't have the virus? ",en,personal-whatif
4772,2020-04-03 09:01:18.736,6ca9ccc1-9700-4109-813c-1a6132f2ac22,en,mental health options,en,unclassified
4773,2020-04-03 12:05:23.442,0688b59a-a6c4-4e3d-823f-618e30f49f82,en,Does stress have an impact on our immune system? ,en,covid-symptoms
4774,2020-04-03 16:21:06.811,179f2054-0847-4a18-9874-fc3ddcecc5dc,en,I am trying to get more information about the risks associated with people with compromised immune systems as a result of chronic illness (ulcerative colitis) and treatment by Remicade. I work in essential services and am trying to evaluate the risks related to my work and medical history.,en,covid-med
4775,2020-04-03 15:23:43.322,67a3c52e-c93a-4a14-9d6f-7773c2043189,en,"she does not have any symptoms and has not travelled. Would it be alright for her to come and stay with my husband and I for a week or so? My husband is 69 and I am 65 years old. We do not show any symptoms but want to ensure it is safe for our daughter to come and stay for a week and then she would go back to her apartment in Toronto. She lives alone and has been self-isolating - she suffer with mental health and we feel this could help her, what is the right thing to do? Please advise, thank you.",en,covid-life
4776,2020-04-03 14:59:21.197,5ad12297-b40f-4df3-94c6-ba3e67419aa9,en,can you go for a walk outside?,en,situation-lockdown
4780,2020-04-03 14:18:29.181,0b4d230d-8f69-4b20-abcd-e4828a13ba39,en,How old am I,en,unclassified
4781,2020-04-03 15:23:43.275,67a3c52e-c93a-4a14-9d6f-7773c2043189,en,my daughter lives by herself in Toronto and has been self-isolating and wants to come and spend a week with us. my husband and I are in our 60,en,personal-isolation
4782,2020-04-03 13:25:32.875,573c78fd-c7b9-4e50-a2fb-f347d00b3f9a,en,What are the symptom levels to be considered to see a doctor,en,covid-symptoms
4786,2020-04-03 13:25:32.864,573c78fd-c7b9-4e50-a2fb-f347d00b3f9a,en,What are the symptoms of covid 19,en,covid-symptoms
4787,2020-04-03 15:23:43.294,67a3c52e-c93a-4a14-9d6f-7773c2043189,en,is it okay for my daughter who has been self-isolating for two weeks to come and stay with us for a week?,en,personal-isolation
4791,2020-04-03 17:20:25.473,bd5d2b49-7802-40b5-b734-b7d676dbc720,en,i have little cough and little sore throat,en,personal-symptoms
4792,2020-04-03 19:30:14.353,5947c0ab-d305-43e9-bb24-76dbf46487ef,en,"I have a feelingon congestion in my chest, is this a symptom?",en,personal-symptoms
4793,2020-04-03 18:07:09.31,e786e98b-1f51-4b89-af7d-1471a9f7b512,en,Should I do my inhalers while this is going on?,en,unclassified
4796,2020-04-03 19:59:02.351,5ae63945-9115-45dd-b873-92b352d1bc7d,en,I have malaise. Can this be a symptom? ,en,personal-symptoms
4799,2020-04-04 08:51:04.633,bcbc18c1-8714-4071-a185-8445f4dbc02a,en,Why as a country are we not in TOTAL LOCKDOWN for at least 2 weeks ,en,situation-lockdown
4805,2020-04-04 08:14:40.655,8236ef9d-5da5-44f0-ae5b-be0ee5da4e0c,en,How long do Coronavirus symptoms last for?,en,covid-symptoms
4806,2020-04-04 08:44:58.288,0a25bcdb-e16d-45d0-a0fd-57b58d539fb2,en,Is it safe to be riding a motorcycle during these times while continuing the social distancing?,en,personal-isolation
4807,2020-04-04 11:25:43.652,3d1b3d68-dba0-4c6c-bdff-5e54a2d67dbd,en,"The only way to better control the spread of Covid-19 is more testing.  At present, the testing is restricted to too few criteria.  Why is the testing not extended to everyone that has to go to work?",en,personal-testing
4809,2020-04-04 11:36:52.897,8a699281-20c6-4399-939b-b7501a19e49b,en,Why is there not more testing being done?,en,personal-testing
4810,2020-04-04 11:25:43.662,3d1b3d68-dba0-4c6c-bdff-5e54a2d67dbd,en,"How do you control the people that have to go to work and may have Covid-19?  Once they are diagnosed, how do you control who they came into contact with during their trip to and from work and during work?",en,unclassified
