,timestamp_est,anonymous_id,language,question,detected_lang,text,statistics,open,airborne,caution,viruslife,viruskill,virusfight,treatment,incubation,nextsteps,hospital,lockdown,infection,test,isolation,dangerisk,transmission,symptom,about,future,past,total,cluster
3394,2020-03-24T18:59:45.168Z,70028b59-e66d-45c4-a171-6137583673d5,en,Where can I get test?,en,Where can I get test,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
3395,2020-03-24T17:40:31.342Z,44b232e4-df4e-41c0-ad97-98c747528a69,en,Difference between the flu and the virus?,en,Difference between the flu and the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3396,2020-03-24T21:54:19.62Z,10e0a2fd-f468-46b6-9fb5-4489899be14d,en,what if just have a mild sore throat ?,en,what if just have a mild sore throat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3398,2020-03-24T18:59:45.169Z,70028b59-e66d-45c4-a171-6137583673d5,en,Can I get tested if I don’t have any symptoms?,en,Can I get tested if I don t have any symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,symptom
3399,2020-03-24T20:09:43.55Z,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"If I feel stressed, can I start feeling symptoms without having coronavirus?",en,If I feel stressed can I start feeling symptoms without having coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3402,2020-03-24T23:13:49.487Z,507d9771-0b39-4963-8412-f62c293706a0,en,"I feel anxious to get covid19, what can help to manage my stress? ",en,I feel anxious to get covid19 what can help to manage my stress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3403,2020-03-24T20:41:42.652Z,193aee3c-8189-4551-8bb8-e6c10b9db0e8,fr,What are the symptoms of COVID19?,en,What are the symptoms of COVID19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3407,2020-03-24T19:36:18.742Z,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How do we know the worst is over?,en,How do we know the worst is over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3415,2020-03-24T18:32:27.131Z,1b5fff96-1eb7-437a-a867-3e18cd831696,es,What is coronavirus?,en,What is coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3417,2020-03-24T21:37:29.533Z,1f9095da-5925-4112-85c6-a81813bb7ff2,en,What do I do if I have a cough,en,What do I do if I have a cough,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3419,2020-03-25T01:59:59.97Z,d1b3510c-223e-4aab-9127-1acb726eb181,en,I had temperatute peaks of exactly 38 for 2 days and then stopped. Could it be Covid-19?,en,I had temperatute peaks of exactly 38 for 2 days and then stopped Could it be Covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3422,2020-03-24T17:40:31.318Z,44b232e4-df4e-41c0-ad97-98c747528a69,en,How can I get a covid 19 test,en,How can I get a covid 19 test,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
3424,2020-03-24T22:52:35.644Z,90e910cc-27ab-43c2-aa0c-1b34ae00892b,en,What are the symptoms?,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3426,2020-03-24T19:36:18.689Z,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How long goes the virus stay in the air after someone coughs?,en,How long goes the virus stay in the air after someone coughs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
3427,2020-03-24T19:34:04.389Z,dfba748e-0855-43e2-a66a-2468c69b2208,en,How many cases are there in Canada,en,How many cases are there in Canada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
3428,2020-03-24T18:15:17.673Z,f8f72978-137d-458f-9abc-27a71e468fe8,en,Is it true that soap and water are better than hand sanitizer?,en,Is it true that soap and water are better than hand sanitizer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3430,2020-03-24T21:37:29.519Z,1f9095da-5925-4112-85c6-a81813bb7ff2,en,Do I have covid 19,en,Do I have covid 19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3435,2020-03-24T18:15:17.689Z,f8f72978-137d-458f-9abc-27a71e468fe8,en,How can I know if any of the financial packages released by the government apply to me?,en,How can I know if any of the financial packages released by the government apply to me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3436,2020-03-24T21:37:29.538Z,1f9095da-5925-4112-85c6-a81813bb7ff2,en,What do I do if I have a fever?,en,What do I do if I have a fever,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3438,2020-03-24T17:22:17.912Z,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,What are the symptoms of Corona Virus ,en,What are the symptoms of Corona Virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3440,2020-03-24T20:55:29.188Z,a399dbd7-2661-46d2-8dd1-d16a60c19aa5,en,What's the incubation period of the COVID-19 virus?,en,What s the incubation period of the COVID 19 virus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,about
3444,2020-03-24T21:16:32.229Z,5334f5f3-55cf-4522-8578-4a55703b549c,en,I am regularly travelling by bus,en,I am regularly travelling by bus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3445,2020-03-24T22:40:33.204Z,c12a82c8-0750-480b-887c-da8ec40ab6b7,en,"I’m coughing, what is the chance I have corpnavirus?",en,I m coughing what is the chance I have corpnavirus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3447,2020-03-25T01:05:40.3Z,2f32580b-bb87-4931-9b45-9e1ed5fb2b40,en,Why do I need to wash my hands?,en,Why do I need to wash my hands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3449,2020-03-24T23:17:27.902Z,4ca4623e-dccb-461e-8814-6b1f7120a221,en,How do i wash my hands properly? ,en,How do i wash my hands properly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3454,2020-03-24T17:40:31.302Z,44b232e4-df4e-41c0-ad97-98c747528a69,en,What are symptoms?,en,What are symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3455,2020-03-24T19:11:05.255Z,2038481c-dc9a-4e3b-b119-5e94b545dd97,en,What symptoms should prompt me to get checked?,en,What symptoms should prompt me to get checked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3456,2020-03-24T18:59:45.17Z,70028b59-e66d-45c4-a171-6137583673d5,en,Is it safe to do groceries in a store?,en,Is it safe to do groceries in a store,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3458,2020-03-24T18:25:13.816Z,1ac09374-ebe5-4ca7-823f-2458624d3550,en,Is the virus lethal,en,Is the virus lethal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3462,2020-03-24T21:02:29.914Z,f059bace-6970-46b9-9415-43b99359db94,en,Should I call 911?,en,Should I call 911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3464,2020-03-25T01:51:12.268Z,be5bd1cf-2b87-49fd-b61b-5d35dcc99398,en,Can I start seeing close family after a 14 day confinement?,en,Can I start seeing close family after a 14 day confinement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3466,2020-03-24T18:25:13.848Z,1ac09374-ebe5-4ca7-823f-2458624d3550,en,Are you a reliable source of information?,en,Are you a reliable source of information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3468,2020-03-24T19:46:17.316Z,af8c00e3-a219-4233-8928-8532dec2e64a,en,How many person are infectés in the world,en,How many person are infectés in the world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3469,2020-03-25T01:05:40.29Z,2f32580b-bb87-4931-9b45-9e1ed5fb2b40,en,When will we know the pandemic has stopped?,en,When will we know the pandemic has stopped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3470,2020-03-24T22:47:49.817Z,cfb25c5d-0448-4c13-9fd2-54b8c2547a31,en,When will I work,en,When will I work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3474,2020-03-24T19:36:18.741Z,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,What do I do when people are not respecting my space when lining up at the grocery store?,en,What do I do when people are not respecting my space when lining up at the grocery store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3476,2020-03-24T20:57:47.637Z,80ac280d-40c2-4707-a310-1a5ed04beebf,en,Is there a correlation between exposure time and the severity of a covid-19 infection?,en,Is there a correlation between exposure time and the severity of a covid 19 infection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3477,2020-03-24T20:09:43.531Z,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"I feel like a small ball in my throat, is this a symptom?",en,I feel like a small ball in my throat is this a symptom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3479,2020-03-24T23:13:49.413Z,507d9771-0b39-4963-8412-f62c293706a0,en,What are the symptoms?,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3484,2020-03-24T18:32:27.127Z,1b5fff96-1eb7-437a-a867-3e18cd831696,es,What si coronavirus?,en,What si coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3485,2020-03-24T20:09:43.52Z,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"My throat is hurting, is this a symptom of coronavirus?",en,My throat is hurting is this a symptom of coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3488,2020-03-24T20:41:55.179Z,548a58e6-9c9f-423b-83e3-81018aab7014,en,What are the symptoms ,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3492,2020-03-24T21:21:37.901Z,a9bc2d9e-dd11-4632-a6b8-e9e60035c36c,en,Are a loss of taste and smell symptoms of COVID-19?,en,Are a loss of taste and smell symptoms of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3493,2020-03-24T18:59:45.164Z,70028b59-e66d-45c4-a171-6137583673d5,en,how far should I stay from other people?,en,how far should I stay from other people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3498,2020-03-24T22:09:54.74Z,d96664e1-da7c-402c-a302-e805bae361a3,en,My friend has a weakness and vomiting problem along with sore throat and runny nose.,en,My friend has a weakness and vomiting problem along with sore throat and runny nose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3501,2020-03-24T18:15:17.702Z,f8f72978-137d-458f-9abc-27a71e468fe8,en,How can you distinguish between a flu and COVID-19?,en,How can you distinguish between a flu and COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3504,2020-03-24T19:46:30.991Z,fe76366a-8d6f-4e2f-a0e8-6eee9f01e755,en,What are the symptom?,en,What are the symptom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3505,2020-03-24T18:59:45.17Z,70028b59-e66d-45c4-a171-6137583673d5,en,Do I need to disinfect food?,en,Do I need to disinfect food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3508,2020-03-24T20:34:58.528Z,3d779223-9361-4968-920a-b0d01b91eb6d,en,If you get it once will you not get it once again,en,If you get it once will you not get it once again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3513,2020-03-24T21:19:31.953Z,c9053bbd-ddad-4860-8bd7-a81e9819cd5b,en,What are COVID symptoms at early stage?,en,What are COVID symptoms at early stage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3514,2020-03-24T19:36:18.731Z,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How long does the virus stay on surface?,en,How long does the virus stay on surface,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
3523,2020-03-24T18:17:31.881Z,a6985051-04d5-44da-9cac-01ed51486cd8,en,What is COVID-19?,en,What is COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3525,2020-03-24T19:36:18.729Z,34c13cfa-9f24-4fbe-9eb2-208cb6963280,en,How should I be cleaning the items from the grocery store when I get home? Should I wash everything before putting them away?,en,How should I be cleaning the items from the grocery store when I get home Should I wash everything before putting them away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3526,2020-03-24T18:59:45.168Z,70028b59-e66d-45c4-a171-6137583673d5,en,How can I get tested?,en,How can I get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
3530,2020-03-24T20:09:43.54Z,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,Can I drink alcohol if I have coronavirus?,en,Can I drink alcohol if I have coronavirus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3533,2020-03-24T21:46:24.644Z,4a82fd9d-5637-418c-bb43-31351b26c171,en,Do I have Covid19,en,Do I have Covid19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3535,2020-03-24T23:13:49.52Z,507d9771-0b39-4963-8412-f62c293706a0,en,Is it safe to go for a walk outside?,en,Is it safe to go for a walk outside,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3536,2020-03-24T21:02:29.912Z,f059bace-6970-46b9-9415-43b99359db94,en,What are the symptoms?,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3538,2020-03-24T20:57:47.638Z,80ac280d-40c2-4707-a310-1a5ed04beebf,en,What is the youngest age of a healthy person contracting the coronavirus?,en,What is the youngest age of a healthy person contracting the coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,about
3542,2020-03-24T19:11:05.254Z,2038481c-dc9a-4e3b-b119-5e94b545dd97,en,Should i get checked if i have been out of the country?,en,Should i get checked if i have been out of the country,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3544,2020-03-24T22:47:57.33Z,04b3a9e3-6a2e-4e2b-9bf4-1f4eaeb7a7be,en,What are the symptoms ,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3545,2020-03-24T20:09:43.512Z,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,"I feel dizzy, is this a symptom of coronavirus?",en,I feel dizzy is this a symptom of coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3557,2020-03-24T17:40:31.311Z,44b232e4-df4e-41c0-ad97-98c747528a69,en,"I'm coughing, what should I do?",en,I m coughing what should I do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3560,2020-03-24T19:58:04.115Z,8fa45707-e783-4e2c-8da4-1b773940a190,en,what is the most effective way to protect your self from this virus ?,en,what is the most effective way to protect your self from this virus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3562,2020-03-24T18:15:17.725Z,f8f72978-137d-458f-9abc-27a71e468fe8,en,Is it true that you should not take ibuprofen?,en,Is it true that you should not take ibuprofen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3564,2020-03-24T21:13:38.765Z,56a18124-9bc9-4bac-926f-d9243ad58b88,en,"While my mom stays home, can she take the elevator and go put the trash in the communal basement?",en,While my mom stays home can she take the elevator and go put the trash in the communal basement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3566,2020-03-24T21:46:24.712Z,4a82fd9d-5637-418c-bb43-31351b26c171,en,How many are infected in Brossard?,en,How many are infected in Brossard,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3567,2020-03-24T21:13:38.768Z,56a18124-9bc9-4bac-926f-d9243ad58b88,en,When will we start school again?,en,When will we start school again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3569,2020-03-24T22:09:54.769Z,d96664e1-da7c-402c-a302-e805bae361a3,en,Is she have a chance of having COVID19 ??,en,Is she have a chance of having COVID19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3570,2020-03-24T17:22:17.94Z,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,where can I go for a test in Montreal,en,where can I go for a test in Montreal,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,test
3573,2020-03-24T21:19:31.945Z,c9053bbd-ddad-4860-8bd7-a81e9819cd5b,en,How does COVID affect healthy people?,en,How does COVID affect healthy people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3574,2020-03-24T23:17:27.856Z,4ca4623e-dccb-461e-8814-6b1f7120a221,en,How do i keep my family safe ,en,How do i keep my family safe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3577,2020-03-24T23:17:27.831Z,4ca4623e-dccb-461e-8814-6b1f7120a221,en,Am I safe from the coronavirus at 50 years old? ,en,Am I safe from the coronavirus at 50 years old,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3579,2020-03-24T19:34:15.198Z,1ac74199-1233-4202-b856-d81a58382f4f,en,how many people are infected in Australia currently?,en,how many people are infected in Australia currently,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3580,2020-03-24T23:17:27.875Z,4ca4623e-dccb-461e-8814-6b1f7120a221,en,What if I have a cough and no fever? ,en,What if I have a cough and no fever,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3589,2020-03-24T22:09:37.136Z,aca19a32-55aa-4df3-a6f6-10c4d9c21b10,en,Is it airborne?,en,Is it airborne,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,airborne
3592,2020-03-24T18:15:17.724Z,f8f72978-137d-458f-9abc-27a71e468fe8,en,When can I expect this situation to end?,en,When can I expect this situation to end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3593,2020-03-24T20:09:43.505Z,4189de99-6a8e-4b23-972f-c0fc9c5a9d4e,en,What are de symptoms of coronavirus?,en,What are de symptoms of coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3594,2020-03-24T17:22:17.983Z,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,How long will it take to get results,en,How long will it take to get results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3598,2020-03-24T20:49:30.016Z,be4e62dd-88ca-4ecf-90ec-e8d9b1fd5548,en,Do I have to clean my groceries,en,Do I have to clean my groceries,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3599,2020-03-24T20:49:30.043Z,be4e62dd-88ca-4ecf-90ec-e8d9b1fd5548,en,can I go visit my family,en,can I go visit my family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3602,2020-03-24T23:13:49.53Z,507d9771-0b39-4963-8412-f62c293706a0,en,Where can I get tested,en,Where can I get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
3609,2020-03-24T21:02:07.597Z,8c32d6e5-e392-45b2-9773-585081aacd5c,en,How do I safely go grocery shopping without bring back germs? ,en,How do I safely go grocery shopping without bring back germs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3611,2020-03-24T21:46:24.686Z,4a82fd9d-5637-418c-bb43-31351b26c171,en,When should I end self isolation,en,When should I end self isolation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
3613,2020-03-24T17:22:17.992Z,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,en,How fast does the virus spread,en,How fast does the virus spread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
3614,2020-03-24T23:13:49.459Z,507d9771-0b39-4963-8412-f62c293706a0,en,When should I go to the hospital?,en,When should I go to the hospital,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,lockdown
3618,2020-03-24T21:13:38.641Z,56a18124-9bc9-4bac-926f-d9243ad58b88,en,My mom came back from a trip on the 20th of March. Until when is she supposed to stay home?,en,My mom came back from a trip on the 20th of March Until when is she supposed to stay home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3619,2020-03-25T01:51:12.287Z,be5bd1cf-2b87-49fd-b61b-5d35dcc99398,en,Are there any anticipated long term effects post-infection?,en,Are there any anticipated long term effects post infection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3622,2020-03-25T09:24:54.506Z,ab706328-86ad-4aff-9805-4c82ca7194a4,en,how do i know if I have covid19 or not? ,en,how do i know if I have covid19 or not,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3623,2020-03-24T21:02:07.59Z,8c32d6e5-e392-45b2-9773-585081aacd5c,en,How to prepare for isolation?,en,How to prepare for isolation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
3626,2020-03-24T23:17:20.693Z,a4ffc20d-b4ce-4fdc-be9e-9b405b8bf225,es,How can I protect? ,en,How can I protect,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3629,2020-03-24T21:02:29.865Z,f059bace-6970-46b9-9415-43b99359db94,en,Where should I go if I am sick?,en,Where should I go if I am sick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3630,2020-03-24T18:29:44.441Z,d63a1bec-d52f-4fc1-bbca-63b4e991672c,en,Is it worth getting assessed if my symptoms are not severe?,en,Is it worth getting assessed if my symptoms are not severe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3634,2020-03-24T18:25:13.766Z,1ac09374-ebe5-4ca7-823f-2458624d3550,en,Do I need to clean my hands?,en,Do I need to clean my hands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3638,2020-03-24T21:07:33.889Z,d74df78b-eb5e-48a3-abca-3139e2761084,en,What mental health resources you have for covid-19,en,What mental health resources you have for covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3646,2020-03-25T12:46:58.068Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,who should be quarantined because of COVID-19?,en,who should be quarantined because of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3648,2020-03-25T12:09:42.989Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,How can I get it?,en,How can I get it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3652,2020-03-25T08:57:14.773Z,80f9188f-af0c-4157-a569-c09674ae6b6b,en,what are he covid symptoms?,en,what are he covid symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3668,2020-03-25T04:22:31.858Z,f09d5ecb-6627-436b-bbb4-ee2c032b2267,fr,is covid-19 mortal ?,en,is covid 19 mortal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3671,2020-03-25T11:14:33.009Z,9c0c969c-ccf6-46da-8a6a-764205f76366,en,Do I have to wash my grocery after buying them?,en,Do I have to wash my grocery after buying them,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3673,2020-03-25T12:05:48.026Z,95de9a3e-cf9a-4de4-a6bf-4d5213084cc5,fr,How long can live COVID-19 on surface?,en,How long can live COVID 19 on surface,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
3676,2020-03-25T10:40:11.78Z,a69f3716-0629-4087-abed-2d92f53ad452,en,Is covid-19 air-born ? Can I get it from the air ?,en,Is covid 19 air born Can I get it from the air,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,airborne
3679,2020-03-25T11:08:54.871Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Can I have gastro intestinal symptoms with covid-19? ,en,Can I have gastro intestinal symptoms with covid 19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,symptom
3680,2020-03-25T09:56:18.226Z,e8802f90-8b05-4ba1-a97b-abd1c8112932,en,What is the first symptom of covid?,en,What is the first symptom of covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,about
3682,2020-03-25T11:38:04.719Z,3cf40148-c8eb-49c0-8532-e07065381e98,en,How long does it take for an infected person to show symptoms ?,en,How long does it take for an infected person to show symptoms,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,symptom
3683,2020-03-25T11:14:33.017Z,9c0c969c-ccf6-46da-8a6a-764205f76366,en,How do I keep my sanity around this crazy time?,en,How do I keep my sanity around this crazy time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3684,2020-03-25T03:51:40.462Z,3432e79a-697c-4d95-84b3-3a51a400a4d5,en,Are my symptoms anxiety or covid 19,en,Are my symptoms anxiety or covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
