,timestamp_est,anonymous_id,language,question,detected_lang,symptom,about,cases,incubation,infection,nextsteps,test,total,cluster,can,hospital,isolation
1299,2020-03-22 01:50:08.684,f93adb39-74a7-4893-932a-4d6471a4b37a,en,Corona virus characteristics,en,0,0,0,0,0,0,0,0,,0,0,0
1300,2020-03-22 13:27:59.026,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what treatments are available for covid 19,en,0,0,0,0,0,0,0,0,,0,0,0
1301,2020-03-22 06:09:09.819,cdd8ce59-c8fd-46f5-96bb-ead47dce4abc,vi,How many cases in Canada now,en,0,0,1,0,0,0,0,1,cases,0,0,0
1303,2020-03-22 04:22:42.359,06f1b603-754b-45e6-9d8d-8b2db599327b,en,Should he self isolate when he gets here even if he feels well,en,0,0,0,0,0,0,0,1,isolation,0,0,1
1305,2020-03-21 17:39:34.389,83f51718-d521-4b00-9f0e-01e5b2f5d68f,en,Is there more than one strain of COVID 19,en,0,0,0,0,0,0,0,0,,0,0,0
1306,2020-03-22 21:56:33.467,f753f60e-53cf-4e33-8acb-f024257b093f,en,Were can I get tested,en,0,0,0,0,0,0,1,1,test,0,0,0
1307,2020-03-22 22:16:18.126,8b535249-f2c1-487c-912f-23689aa7ad64,en,is there a new form of corona virus,en,0,0,0,0,0,0,0,0,,0,0,0
1309,2020-03-22 14:59:26.173,4f0491c9-bcc3-4ac2-ab92-fff2349511ed,en,How long has the virus been spreading in Canada,en,0,0,0,0,0,0,0,0,,0,0,0
1312,2020-03-22 18:10:12.34,a776300f-f7f3-4b48-80b2-0a11129795a3,en,Would using heated vapor humidifier help with sanitizing the sinuses of the covid 19,en,0,0,0,0,0,0,0,0,,0,0,0
1319,2020-03-22 19:53:39.805,9410efa1-ed15-44ed-a9c9-314a8eaf641e,en,Shall we stay where we are or travel to our home country,en,0,0,0,0,0,0,0,0,,0,0,0
1321,2020-03-23 21:19:06.318,04206a01-8adc-4a93-97b6-5a0571249c90,en,What colour is covid 19,en,0,0,0,0,0,0,0,0,,0,0,0
1322,2020-03-23 18:28:09.18,001b7e0a-87c0-4f07-a51e-974ab0fc8757,en,Why does the government think that we don t need to wear face masks when clearly citizens from countries that are able to contain the virus are all wearing face masks regardless if they are sick or not,en,0,0,0,0,0,0,0,0,,0,0,0
1323,2020-03-23 14:45:00.249,53da0935-849b-4cb3-b747-3343279d2f80,en,How long does COVID 19 live on glass surfaces,en,0,0,0,0,0,0,0,0,,0,0,0
1326,2020-03-23 04:57:03.45,da6b72f7-8df4-4f40-8c47-238abd9fa61f,es,I have shortness of breath but no fever,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1327,2020-03-22 12:47:01.597,a3b42d06-4177-42db-922c-4c7c3b8b12a9,en,What is the situation right now in the world,en,0,0,0,0,0,0,0,0,,0,0,0
1330,2020-03-22 15:58:31.863,2ecc0783-d1bf-44bd-a4ac-21821480e9b5,en,Define covid 18,en,0,0,0,0,0,0,0,0,,0,0,0
1331,2020-03-22 16:09:27.229,7b3dc9a1-a6aa-468a-bd30-c392438e0c17,en,How long does it takes to get first symptom of Covid 19,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1333,2020-03-22 10:38:28.294,2336203e-d920-4be7-ada2-2140cb941be3,en,What s the current count in India,en,0,0,0,0,0,0,0,0,,0,0,0
1334,2020-03-21 17:52:17.785,94154cbd-75f5-409f-8338-05018c12a9b9,en,Why didn t you answer my first question,en,0,0,0,0,0,0,0,0,,0,0,0
1336,2020-03-19 14:20:00.831,8939cba6-f923-44fe-9cf4-8a56e198778b,en,What is the difference between a pandemic epidemic Why did WHO declare this a pandemic What is the difference between social distancing self isolating and quarantine To what extent is social distancing helpful Why should I do this When should you self isolate Will the virus be less effective when we get warmer weather When should I go to the hospital Should I get tested if I was in contact with someone who has or is suspected of having covid19 but do not have any symptoms Should I stop taking medications that suppress my immune system When someone in the household is coming and going for work how can we keep the home a safe place Can the virus be transmitted through Air Conditioning from outside or from within the home How long does the virus last on inanimate objects plastic glass cardboard metal What have we learned from countries like China South Korea and Singapore that have been dealing with this for a longer period of time and have slowed the spread,en,1,1,0,0,0,0,1,6,hospital,1,1,1
1339,2020-03-23 03:18:49.731,2aa90d75-26c2-451d-9980-4843b4dce97c,en,How do i knew if i got covid,en,0,0,0,0,0,0,0,0,,0,0,0
1341,2020-03-21 20:17:00.403,994acdd5-3b24-4dee-b574-c10e0990e9b8,en,What should I do if I start coughing,en,0,0,0,0,0,0,0,0,,0,0,0
1343,2020-03-23 16:08:59.295,9a964fc6-d7aa-42b0-a2d7-6a036f09c6d1,en,I ve have mild cough and not the continuous one And symptoms of fever like burning eyes but not the temperature What do I do,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1345,2020-03-22 18:25:31.096,36ba28c8-f161-4fa5-91a3-73cd25e7e219,en,what is the symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1346,2020-03-22 08:24:01.735,e1467c89-10ef-4ce1-9351-378287cf2c89,en,symptoms of covid 19,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1349,2020-03-23 12:00:58.675,ed1ed805-f0b2-4c92-bbf0-440a3d58e4bc,en,Infomation about covid,en,0,0,0,0,0,0,0,0,,0,0,0
1351,2020-03-23 08:29:31.475,f4edeb32-2c89-4618-96bf-6cb899679883,en,How long will the pandemic last,en,0,0,0,0,0,0,0,0,,0,0,0
1353,2020-03-22 18:17:03.578,69fce199-cc33-43ab-ae18-363671aec6df,en,Do I have covid,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1357,2020-03-22 08:12:33.647,79180b89-beb6-4db6-b8ec-cab972c58bb1,en,Does soap really kill the virus,en,0,0,0,0,0,0,0,0,,0,0,0
1363,2020-03-23 04:15:33.681,815c4207-ead9-4851-b509-931a51243aff,en,Can antibiotics deal with viral infection,en,0,0,0,0,1,0,0,1,infection,0,0,0
1366,2020-03-22 04:22:42.325,06f1b603-754b-45e6-9d8d-8b2db599327b,en,My son is flying from Kansas to England on the 30th April He is flying into Heathrow and then travelling home to Manchester by train,en,0,0,0,0,0,0,0,0,,0,0,0
1368,2020-03-22 13:27:58.929,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what are covid 19 symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1374,2020-03-22 08:21:05.616,dd5f4300-766c-404b-97bd-80b1b0afb126,en,What do I have to expect after the disease,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1377,2020-03-21 16:38:20.454,d2bf053f-2512-4f30-aab6-cf74894dc3c2,it,What is an Asymptomatic Carrier,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1378,2020-03-22 12:10:11.219,52b38c2c-aded-40d7-bbe0-e0fe883000b2,en,what are covid symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1380,2020-03-22 11:12:23.92,db73fd7b-ca2f-4183-956f-b949e5ba4266,en,I have a fever what should I do now,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1385,2020-03-23 03:37:35.156,b5c488b8-de40-4589-9b7a-ac777b14b44c,en,What are the daily death rates in Italy that are Not from COVID19,en,0,0,1,0,0,0,0,1,cases,0,0,0
1387,2020-03-22 11:52:38.877,14b82f93-ec9b-4064-bf60-19a38c452a05,en,What are the Symptom for covid19,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1391,2020-03-22 08:12:33.663,79180b89-beb6-4db6-b8ec-cab972c58bb1,en,When should I go to the hospital,en,0,0,0,0,0,0,0,1,hospital,0,1,0
1392,2020-03-23 10:49:12.332,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Is there any medication to take to help,en,0,0,0,0,0,0,0,0,,0,0,0
1394,2020-03-24 00:22:18.955,32c77c9b-529f-44cd-93ff-0d459526059e,en,I have a headache for the past 3 days should I be tested,en,0,0,0,0,0,1,1,2,nextsteps,0,0,0
1395,2020-03-23 11:40:28.903,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,en,hat should I do if my 2 year old child starts having a runny nose,en,0,0,0,0,0,0,0,0,,0,0,0
1397,2020-03-21 11:32:09.913,470bcaef-ae5a-45ad-a380-b79ad65d42b8,en,Is it safe to go outside for a walk social distancing from others,en,0,0,0,0,0,0,0,1,isolation,0,0,1
1400,2020-03-23 22:31:21.905,74791eb5-0f37-46f7-80a4-82f686c14c7c,en,Is it possible to be infected again,en,0,0,0,0,1,0,0,1,infection,0,0,0
1401,2020-03-23 02:20:22.461,2a3b9c7e-c8ea-47cc-a296-4280b12464f8,en,Which are its first symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1402,2020-03-22 09:41:14.833,a6b15f80-e21f-4c35-8743-deb4d193deb7,fr,Can I get infected from food or grocery delivery,en,0,0,0,0,1,0,0,1,infection,0,0,0
1404,2020-03-22 11:59:24.529,3ed2effb-1953-428a-adde-fe0dae015914,en,How many people died in NYC,en,0,0,1,0,0,0,0,1,cases,0,0,0
1407,2020-03-22 17:28:49.195,d3fd3fbb-c366-40da-b6fd-46370f929019,en,I was very sick with covid symptoms in late February and still coughing Should I go get tested,en,1,0,0,0,0,0,1,2,test,0,0,0
1408,2020-03-21 13:34:43.669,16c1484f-fcfa-4d3f-979a-d4b728b69bd0,en,What should i do if i am short of breath,en,0,0,0,0,0,0,0,0,,0,0,0
1417,2020-03-22 06:27:08.013,6a11a88c-f506-4824-89e5-a49aaeb434d7,en,What is the main symptoms of the disease related to new coronavirus,en,1,1,0,0,0,0,0,2,symptom,0,0,0
1419,2020-03-21 14:52:39.608,e56d5bdd-fa1a-48c7-b116-92433e45b833,en,what are the symptoms of coronavirus,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1421,2020-03-22 13:24:48.173,f1bef181-40fb-46f7-97dd-1ccb61052e16,en,If my son if suppose to get tested tomorrow but just starting to feel better Can I cancel or should we still go,en,0,0,0,0,0,0,1,1,test,0,0,0
1423,2020-03-23 03:25:29.377,41f17058-e8e6-48c5-a490-6074dca9159b,en,How do I know I have covid,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1424,2020-03-23 01:30:59.768,82162acd-f586-4398-92a7-94577659ca2d,en,can you please tell me symptoms of corona virus,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1434,2020-03-22 13:38:45.083,d8884f31-8b7d-43c8-b44e-c5f3ede233b9,en,When will the municipalities post heat maps to identify hot spots for Covid positive residents,en,0,0,0,0,0,0,0,0,,0,0,0
1436,2020-03-21 23:14:22.429,e03f3e0a-a889-43d4-a506-4af32cbee107,en,Is sore throats a symptom,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1438,2020-03-22 11:54:26.137,6173618c-7291-45d0-8b5c-ca71a8e2e4ff,en,How many people died in Belgium,en,0,0,1,0,0,0,0,1,cases,0,0,0
1444,2020-03-21 17:46:41.069,53894a08-21b2-49cb-832d-cfa6c0683d4f,en,What are the symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1445,2020-03-21 21:38:31.935,ed48fde9-b52a-450a-873c-af9d36b3a5dc,en,Is it possible to have Covid 19 if you only have one of the symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1449,2020-03-22 20:03:53.192,28914ffd-2639-472a-828a-6352da947b8f,fr,Have there been any deceased children so far,en,0,0,0,0,0,0,0,0,,0,0,0
1450,2020-03-21 16:15:49.262,3eb07cc6-e9a7-40d0-9609-553a07823637,en,How do I know if I have been infected,en,0,0,0,0,1,1,0,2,nextsteps,0,0,0
1451,2020-03-22 12:29:14.593,b28c8be4-2a5b-40b6-99e8-02253413b0de,en,Should I use Sudafed,en,0,0,0,0,0,0,0,0,,0,0,0
1452,2020-03-22 03:12:45.323,c5a8ec79-cd48-4ca2-8854-66347187d566,en,From the infected worldwide population what is the ratio that will need medical attention eg ICU or ventilators,en,0,0,0,0,1,0,0,1,infection,0,0,0
1468,2020-03-23 04:15:46.398,ca9a77c7-fb23-4200-8ee7-5e1ee1385652,en,When this virus terminated,en,0,0,0,0,0,0,0,0,,0,0,0
1473,2020-03-21 17:20:59.193,1c991aeb-b4df-4d84-9595-367d7385e3b6,en,When will covid end,en,0,0,0,0,0,0,0,0,,0,0,0
1478,2020-03-21 13:34:43.676,16c1484f-fcfa-4d3f-979a-d4b728b69bd0,en,How do I distinguish between the flu and coronavirus,en,0,0,0,0,0,0,0,0,,0,0,0
1483,2020-03-23 08:27:51.844,9db5e060-f3c1-418c-a30f-e67f18eb2ed9,en,Suffering from trout echiting,en,0,0,0,0,0,0,0,0,,0,0,0
1487,2020-03-23 09:02:52.239,86ea2ae7-e917-4800-8b10-5221ebb98058,en,What places of laval has covid 19,en,0,0,0,0,0,0,0,0,,0,0,0
1489,2020-03-21 18:22:01.291,49a00803-1814-427a-b79a-58284de2e968,en,how many new cases,en,0,0,1,0,0,0,0,1,cases,0,0,0
1493,2020-03-22 18:25:40.178,0de5bb28-0dea-48ea-9179-4f6f724d6525,en,i have some headeche,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1495,2020-03-22 14:10:00.963,cb1fe817-b86b-4456-a3c5-2b517d983a67,es,It would possible to predict the time of this pandemic,en,0,0,0,0,0,0,0,0,,0,0,0
1496,2020-03-22 13:30:51.603,e2d240a6-18c7-4cf1-98b1-e9345426b593,en,How many Canadians currently have corona virus,en,0,0,0,0,0,0,0,0,,0,0,0
1497,2020-03-23 12:16:22.639,fb46a970-2081-4e75-84ae-b03e09012880,en,What is covid 19,en,0,1,0,0,0,0,0,1,about,0,0,0
1498,2020-03-21 16:38:04.707,9a87c6dd-9939-4070-a0d9-da7f66683eb6,en,Is there an estimate as to how long the crisis will last,en,0,0,0,0,0,0,0,0,,0,0,0
1500,2020-03-23 11:56:12.268,df7e357f-ccd8-4017-9381-3b80ea0b76cd,fr,What the size,en,0,0,0,0,0,0,0,0,,0,0,0
1504,2020-03-21 17:33:19.756,a0403994-425b-4498-8080-0ea926c5f8eb,en,how many people have died,en,0,0,1,0,0,0,0,1,cases,0,0,0
1506,2020-03-22 18:26:50.639,2a82f766-4d64-49dc-bcf4-0e61c23838ea,en,Is the virus deadly,en,0,0,0,0,0,0,0,0,,0,0,0
1507,2020-03-22 09:58:47.633,af684ff8-b8d1-467b-a434-1bce1ca2b463,en,I have a lot of stress regarding COVID 19,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1508,2020-03-23 14:45:00.23,53da0935-849b-4cb3-b747-3343279d2f80,en,If I m in self quarantine with mild symptoms of some sort of respiratory thing when can I stop self quarantining,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1510,2020-03-22 05:21:43.544,81d81a03-ec7a-4f12-98b6-a1d0bbb179e5,es,What is COVID 19,en,0,1,0,0,0,0,0,1,about,0,0,0
1511,2020-03-22 18:09:54.78,a90a0084-4927-469c-9a5b-e5cba9854a04,en,I had a bronchitis last month and I m still having trouble with my breathing a month later but I don t have a fever Could it be corona virus,en,0,0,0,0,0,0,0,0,,0,0,0
1514,2020-03-21 20:56:54.131,a0147f27-050a-456f-9d52-8f4b317ba678,zh,what are the symtoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1520,2020-03-21 23:07:39.918,710e23d7-7a6a-42ed-bd1b-526db8c8c2f8,en,What are the symptoms of COVID 19,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1526,2020-03-23 05:35:32.294,99ffc449-3ddb-4e1b-a21d-851882bee1af,en,Is Covid19 an airborne,en,0,0,0,0,0,0,0,0,,0,0,0
1528,2020-03-20 10:06:50.556,267d9215-d7a2-49c7-b778-f9a0a0cbbdb2,en,if i think i have it should i got get tested,en,0,0,0,0,0,1,1,2,nextsteps,0,0,0
1529,2020-03-22 17:14:34.394,81462647-ac3c-4d40-8efa-e58aaeea78f5,en,What are the symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1530,2020-03-22 09:55:27.447,ae2c7a92-e8ec-48d4-afce-ecd02536f702,en,How long do you think we will have to be in a lockdown,en,0,0,0,0,0,0,0,0,,0,0,0
1534,2020-03-21 13:39:26.503,9c1b4039-c331-43fb-b7da-5f77f3403575,en,what is covid 19,en,0,1,0,0,0,0,0,1,about,0,0,0
1539,2020-03-22 10:25:49.108,73986699-d214-46ff-8dd4-fb08a4e4c7a2,en,Is it dangerous to go for a walk,en,0,0,0,0,0,0,0,0,,0,0,0
1540,2020-03-23 23:20:15.43,498605fa-f769-4d72-b6ef-2025c2db00f0,en,is the liquor store open,en,0,0,0,0,0,0,0,0,,0,0,0
1541,2020-03-24 00:16:32.226,04d8887f-99ab-4148-a615-cfc89f9917e0,en,What s a waiting time to get covid 19 results,en,0,1,0,0,0,0,0,1,about,0,0,0
1542,2020-03-22 13:27:58.998,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,Is there a treatment for corona virus,en,0,0,0,0,0,0,0,0,,0,0,0
1544,2020-03-22 12:01:43.881,773b04db-1e43-4898-8d9b-1948c7dc629b,fr,Mortality rate today,en,0,0,0,0,0,0,0,0,,0,0,0
1546,2020-03-23 12:09:12.515,23c56e61-ac8f-4498-90b9-8c44d93eb624,en,Does washing clothes in the washing machine prevent transmission,en,0,0,0,0,0,0,0,0,,0,0,0
1548,2020-03-22 09:43:17.825,81755909-a6cf-42b4-801b-2abda6514af0,en,What are the confirmed symptoms of COVID19,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1553,2020-03-23 09:42:07.547,4c4328cc-3edf-4e99-bce9-b7970fe98a87,en,When will it stop spreading Is 2 weeks enough,en,0,0,0,0,0,0,0,0,,0,0,0
1555,2020-03-22 12:47:52.233,56955b01-fa5c-47b1-b1a9-96ee1692abd8,en,How are you,en,0,0,0,0,0,0,0,0,,0,0,0
1556,2020-03-22 11:58:27.828,7db9c038-4c49-43c7-a8d1-435820e231d9,en,How to take care of infected people,en,0,0,0,0,1,0,0,1,infection,0,0,0
1558,2020-03-22 09:27:27.109,ab15cd38-711a-47f4-910f-cc6e0a99850e,fr,I have a bit of nausea and headache Do i have covid 19,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1564,2020-03-21 21:20:25.389,401332f7-58f8-4616-bb8d-59972ff0ee9c,en,If someone was infected once can they be reinfected Can they still carry the virus and infect others,en,0,0,0,0,1,0,0,1,infection,0,0,0
1565,2020-03-23 12:56:56.43,1ea8bbf3-091f-42fa-b2e9-998c22c5ec4a,en,Sorry I het enter before I was done am I just being paranoid and giving myself an ulcer my husband has pulmonary fibrosis so I m really worried about him,en,0,0,0,0,0,0,0,0,,0,0,0
1566,2020-03-23 20:23:47.853,5af1b8a0-ab45-4500-98be-16267b9dd9cd,en,What should I do if I have Coronavirus symptoms,en,1,1,0,0,0,1,0,3,nextsteps,0,0,0
1572,2020-03-22 11:00:44.526,69117396-cbe3-4744-ac56-14564fd84194,en,How long does it take to recover,en,0,0,0,0,0,0,0,0,,0,0,0
1574,2020-03-22 01:12:16.107,dab8ab73-7e69-407c-8262-b5a22da25a04,en,Is the virus airborne,en,0,0,0,0,0,0,0,0,,0,0,0
1577,2020-03-22 14:26:12.006,5676ef6b-e1c8-4abd-b50e-55644265685f,en,If this is really deep learning how deep is your model,en,0,0,0,0,0,0,0,0,,0,0,0
1579,2020-03-22 13:27:58.988,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what should I do if I think I infected by corona virus,en,0,1,0,0,1,0,0,2,infection,0,0,0
1586,2020-03-21 23:20:09.86,7d02e9dc-a465-44f5-8e99-bc90eb50628c,en,How long before we have a vaccine for corona,en,0,0,0,0,0,0,0,0,,0,0,0
1587,2020-03-22 09:45:57.907,90055b1e-cd4c-43aa-8914-1b8b2a531841,fr,How long does this virus incubate,en,0,0,0,1,0,0,0,1,incubation,0,0,0
1591,2020-03-22 03:37:37.562,0d90e6a2-f7f5-4317-afc9-b8a87d4df68d,en,Why is called COVID 19,en,0,0,0,0,0,0,0,0,,0,0,0
1592,2020-03-21 19:00:02.064,f52c4d03-3e67-4764-adf0-4710084ef0b0,en,Can I still see my friends,en,0,0,0,0,0,0,0,0,,0,0,0
1594,2020-03-22 06:57:31.885,61c83b3d-a930-47dc-ab83-5118cee03b84,en,Does the amount of virus one is exposed to change the severity of the symptoms,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1597,2020-03-22 02:08:31.045,7a39c38d-c315-4a22-9563-c4e98a653ac9,fr,Does Pneumonia vaccine which is for a bacterial infections helps the immune system to deal with the viral infection of Covid 19 more easily By removing the possibility of bacterial infection and just focusing on viral infection,en,1,0,0,0,1,0,0,2,infection,0,0,0
1607,2020-03-22 00:24:32.459,24e49f6c-1df9-42f5-8f21-ecaa594ed836,en,what has caused it,en,0,0,0,0,0,0,0,0,,0,0,0
1608,2020-03-22 16:51:20.344,154e1ba8-189a-4c64-adc3-cf76794d72fd,en,Covid19,en,0,0,0,0,0,0,0,0,,0,0,0
1609,2020-03-23 09:40:09.533,f3199be3-ea8c-428b-a29e-5edae59e02aa,fr,Covid 19,en,0,0,0,0,0,0,0,0,,0,0,0
1613,2020-03-22 15:32:22.818,cdb73897-3211-4fca-9946-91ba51af1738,en,Is it transmissible through anal sex,en,0,0,0,0,0,0,0,0,,0,0,0
1614,2020-03-22 13:08:22.345,dc44373e-a58b-452c-a0af-5a6cd4d18442,en,Should I be moving house during a pandemic,en,0,0,0,0,0,0,0,0,,0,0,0
1615,2020-03-22 07:51:35.53,bc3185f1-77e3-4f23-8925-9bdaef6f3f38,en,when will germany reach the peak,en,0,0,0,0,0,0,0,0,,0,0,0
1620,2020-03-23 15:07:45.761,253f115d-8fe4-4782-aae2-c247d6da2032,en,Should I visit my parents in a seniors home,en,0,0,0,0,0,0,0,0,,0,0,0
1623,2020-03-22 16:09:27.152,7b3dc9a1-a6aa-468a-bd30-c392438e0c17,en,What is most usual symptom of Covid 19,en,1,1,0,0,0,0,0,2,symptom,0,0,0
1624,2020-03-22 11:55:42.612,ec8bee28-f4bc-41b9-9979-ae91895c5b4b,en,Impacts of it,en,0,0,0,0,0,0,0,0,,0,0,0
1626,2020-03-22 00:24:32.466,24e49f6c-1df9-42f5-8f21-ecaa594ed836,en,how can one fight the virus,en,0,0,0,0,0,0,0,0,,0,0,0
1637,2020-03-21 16:24:13.235,95b95e68-cea1-456f-9120-aefd7834c5e1,en,What about the researches with respect to treatment of COVID 19,en,0,0,0,0,0,0,0,0,,0,0,0
1639,2020-03-21 21:26:33.687,3b58140a-f53e-491f-a3dd-79f0416bab56,en,where can I get tested,en,0,0,0,0,0,0,1,1,test,0,0,0
1641,2020-03-23 10:42:18.32,3a35c2d1-2fa2-4052-b470-c4768f3176b3,nb,How many will lose their jobs due to the chinese virus,en,0,0,0,0,0,0,0,0,,0,0,0
1642,2020-03-22 12:30:23.301,584b2f48-550f-4537-a49a-874eb246809f,en,What are the side effects of hydroxychloroquine for treating COVID 19,en,0,0,0,0,0,0,0,0,,0,0,0
1644,2020-03-23 22:47:17.257,b51b969a-3042-4be2-8925-48044f20cf1b,en,Is ordering food from a restaurant discouraged,en,0,0,0,0,0,0,0,0,,0,0,0
1645,2020-03-22 21:49:35.662,5b7f41a7-86f8-4a2e-a404-c8fe3e111f6e,en,Can I still go out for grocery shopping even if I m just getting back from vacations,en,0,0,0,0,0,0,0,1,can,1,0,0
1646,2020-03-22 10:20:13.812,24bd2a20-fa56-4420-949c-25a83c5a52f1,en,I m feeling dizzy with fever do I have corona,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1648,2020-03-22 14:09:57.937,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,COVID 19 stands for what,en,0,0,0,0,0,0,0,0,,0,0,0
1649,2020-03-23 16:59:04.751,c8019428-f696-4ed5-91e4-5d89e6f5b3e2,en,What s the capital of Palestine,en,0,0,0,0,0,0,0,0,,0,0,0
1650,2020-03-22 12:17:29.972,8c996f47-0a26-4c87-a1d0-7591b30d016f,en,What is the total number of deaths,en,0,0,1,0,0,0,0,1,cases,0,0,0
1652,2020-03-21 20:46:51.89,fa1e419d-5cef-41e6-bb17-f8bd28411028,en,Can I get the virus from breathing infected airborn particules,en,0,0,0,0,1,0,0,1,infection,0,0,0
1653,2020-03-22 11:33:45.497,ff357aeb-b1c5-4de8-b2a9-ee9b8fb7fd6c,en,What are the symptoms of corona virus,en,1,0,0,0,0,0,0,1,symptom,0,0,0
1654,2020-03-23 07:41:46.451,4b1d4d97-fc9a-4963-a13b-0c661939e4c6,id,How covid 19 virus infected,en,0,0,0,0,1,0,0,1,infection,0,0,0
1655,2020-03-21 16:25:16.658,52ea60bd-df60-4c3b-a5f7-e63292fe95b7,en,How to know if I get COVID 19 or not,en,0,0,0,0,0,0,0,0,,0,0,0
1657,2020-03-21 09:45:35.478,fdb9ea21-a2c4-4562-b182-b28ff01f256b,en,How do I know when to get tested,en,0,0,0,0,0,0,1,1,test,0,0,0
1661,2020-03-22 20:25:07.233,7671d78f-dd94-43b2-adc1-7cc74066da67,en,how many case positive with COVID 19,en,0,0,0,0,0,0,0,0,,0,0,0
1662,2020-03-22 21:05:06.944,6a5ce2c7-e4cb-462a-b0b3-26173e7e22cf,en,Once you are cured from Covid 19 can you catch it again,en,0,0,0,0,0,0,0,0,,0,0,0
1667,2020-03-22 10:24:27.453,35a8785b-58b8-4043-b31b-60afd2faeb32,en,If I have covid 19 how long will I be contagious,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
1668,2020-03-22 01:31:56.094,11553517-7859-43dc-bfcd-354131f01e27,en,How to prevent the spread of COVID 19,en,0,0,0,0,0,0,0,0,,0,0,0
1670,2020-03-22 10:20:13.855,24bd2a20-fa56-4420-949c-25a83c5a52f1,en,What should I buy from the stores now that I feel sick,en,0,0,0,0,0,0,0,0,,0,0,0
1673,2020-03-22 14:22:10.804,41193338-3d30-48c7-8559-7f0d9a51a63e,vi,how many people positive with Covid 19 in the world,en,0,0,0,0,0,0,0,0,,0,0,0
1674,2020-03-23 09:48:03.232,4908294c-4ead-43d9-a5de-b8b6e2625338,en,When is the vaccine available,en,0,0,0,0,0,0,0,0,,0,0,0
1676,2020-03-23 10:42:18.309,3a35c2d1-2fa2-4052-b470-c4768f3176b3,nb,When can I go to my cabin,en,0,0,0,0,0,0,0,1,can,1,0,0
1681,2020-03-23 04:15:33.623,815c4207-ead9-4851-b509-931a51243aff,en,What is the difference between a bacteria and a virus,en,0,0,0,0,0,0,0,0,,0,0,0
1686,2020-03-22 01:27:35.259,a3032e99-ff0f-4481-897e-9d6f66fb784f,en,how much fever should i tolerate before going to the doctor,en,0,0,0,0,0,0,0,0,,0,0,0
1688,2020-03-23 10:17:05.599,47afe213-b056-442e-b1af-2b4cd62fdf7e,fr,what is coronavirus,en,0,1,0,0,0,0,0,1,about,0,0,0
1691,2020-03-22 22:43:53.677,5a090f7b-fb98-4cb2-a66b-cb0df1da8377,en,is it made by human or by nature,en,0,0,0,0,0,0,0,0,,0,0,0
1693,2020-03-22 13:20:11.808,f7d3845d-078d-4e97-928c-fbd7a3b508c8,en,How does it take to recover from the virus,en,0,0,0,0,0,0,0,0,,0,0,0
1696,2020-03-23 00:39:44.015,83b1549c-a83e-42a9-945a-9372ecc521de,en,If I was traveling abroad recently what should I do when coming back home,en,0,1,0,0,0,0,0,1,about,0,0,0
1702,2020-03-22 11:44:02.868,f20aad66-6a33-4b9e-a153-a3e7dc6c3e26,en,How many cases of coronavirus in Madagascar,en,0,0,1,0,0,0,0,1,cases,0,0,0
1703,2020-03-22 11:12:37.412,61c83b3d-a930-47dc-ab83-5118cee03b84,en,To get an idea of how widespread the virus is why don t we simply test a random sample of people,en,0,0,0,0,0,0,1,1,test,0,0,0
1704,2020-03-21 19:13:41.038,6bcfe004-73de-4f56-8ff0-dd66640fd022,en,What to do if I think I have covid 19,en,0,0,0,0,0,1,0,1,nextsteps,0,0,0
