,timestamp_est,anonymous_id,language,question,detected_lang,text,translation,cluster,ahc_label
3762,2020-03-25T06:52:00.32Z,5d26cda5-f8cd-474e-990f-0248d778abe1,fr,Qu'arrive-t'il pour les familles qui ont une garde partagée ?,fr,qu arrive t il pour les familles qui ont une garde partagee,What happens to families with shared custody? ,unclassified,0.0
3764,2020-03-25T09:40:40.993Z,aaba2699-b850-4b90-b9a2-ee637daa8bea,en,Est ce que le coronavirus est transmissible par l'air ,fr,est ce que le coronavirus est transmissible par l air,Is the coronavirus airborne,unclassified,24.0
3766,2020-03-25T06:45:52.734Z,9317027a-1c96-4880-9388-87c5283359bf,fr, E matin je sens comme si j avais un rhume. Mal un peu partout  mais pas de fièvre. Je suis à 38 f  je me demande si je devrais aller travailler,fr,e matin je sens comme si j avais un rhume mal un peu partout mais pas de fievre je suis a f je me demande si je devrais aller travailler, E morning I feel like I have a cold. Sore everywhere but no fever. I am at 38 f I wonder if I should go to work ,unclassified,17.0
3767,2020-03-25T09:36:04.197Z,20878e85-af86-44f7-a7a3-9a5be28308ff,fr,Bonjour,fr,bonjour,Hello ,unclassified,31.0
3769,2020-03-25T06:52:00.332Z,5d26cda5-f8cd-474e-990f-0248d778abe1,fr,Est-ce que la proposition de Serge Godin de CGI est accepté ?,fr,est ce que la proposition de serge godin de cgi est accepte,Is the proposal of Serge Godin of CGI accepted? ,unclassified,27.0
3775,2020-03-25T13:11:25.027Z,657ede14-eecc-4e0f-9ac6-f155b2ad47f0,fr,Le mois de Mai annonce t'il un retour à la normale,fr,le mois de mai annonce t il un retour a la normale,The month of May heralds a return to normal ,unclassified,32.0
3776,2020-03-25T13:18:20.232Z,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,Je n’ai pas de symptômes. Est-ce que je peux sortir de la maison pour faire des courses?,fr,je n ai pas de symptomes est ce que je peux sortir de la maison pour faire des courses,I have no symptoms. Can I get out of the house to go shopping? ,caution,
3777,2020-03-25T15:31:16.939Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,"Si mon conjoint/ma conjointe est infecté/infectée, quelle est le pourcentage de probabilité que je sois moi-même infecté?",fr,si mon conjoint ma conjointe est infecte infectee quelle est le pourcentage de probabilite que je sois moi meme infecte,"If my spouse is infected, what is the percentage chance that I will be infected myself? ",unclassified,21.0
3778,2020-03-25T17:20:02.786Z,6427ec82-a761-4163-86e1-036b6c9cb8a5,fr,Que faire si je contracte la covid pour alléger les symptomes?,fr,que faire si je contracte la covid pour alleger les symptomes,What should I do if I take covid to relieve symptoms? ,symptom,
3781,2020-03-25T14:48:54.947Z,d6f436e3-93d1-4dc2-b39e-4723b6dfbf5c,fr,Quel genre de précaution devrai-je prendre quand je vais à l’épicerie? ,fr,quel genre de precaution devrai je prendre quand je vais a l epicerie,What kind of precautions should I take when I go to the grocery store? ,unclassified,8.0
3783,2020-03-25T15:01:00.827Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Quelle est la période d'incubation du virus?,fr,quelle est la periode d incubation du virus,What is the incubation period of the virus?,incubation,
3784,2020-03-25T13:11:13.388Z,186be090-8da7-4059-9e27-a095f5934acb,fr,Mon conjoint est diabéthique et se pique à l'insuline....dois-je rester à la maison pour éviter le risque de le contaminer?,fr,mon conjoint est diabethique et se pique a l insuline dois je rester a la maison pour eviter le risque de le contaminer,My partner is diabetic and injects insulin .... should I stay at home to avoid the risk of contaminating him? ,dangerisk,
3785,2020-03-25T14:59:03.261Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Quels sont les chances que le coronavirus fasse un retour à l'automne?,fr,quels sont les chances que le coronavirus fasse un retour a l automne,What are the chances that the coronavirus will return in the fall? ,unclassified,1.0
3788,2020-03-25T12:54:25.768Z,ebd422c1-52c7-45b9-8282-56397e464c46,fr,La santé publique recommande un isolement de 14 jours potentiellement à risque. Or nous apprenons que le Covid-19 est susceptible de mutations. Ce délai est-il valable pour les formes mutantes du virus?,fr,la sante publique recommande un isolement de jours potentiellement a risque or nous apprenons que le covid est susceptible de mutations ce delai est il valable pour les formes mutantes du virus,Public health recommends isolation for 14 days potentially at risk. Now we learn that the Covid-19 is susceptible to mutations. Is this period valid for mutant forms of the virus? ,isolation,
3789,2020-03-25T14:59:03.278Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que tout type de masque protège du virus?,fr,est ce que tout type de masque protege du virus,Does any type of mask protect against the virus? ,caution,
3796,2020-03-25T14:01:25.205Z,95d80f92-74d2-4725-8223-126d403d3eee,fr,Comment faire la différence entre le Covid-19 et un rhume?,fr,comment faire la difference entre le covid et un rhume,How to tell the difference between Covid-19 and a cold? ,diff,
3798,2020-03-25T13:11:25.003Z,657ede14-eecc-4e0f-9ac6-f155b2ad47f0,fr,pensez-vous que nous avons atteint le pic de la pandémie,fr,pensez vous que nous avons atteint le pic de la pandemie,do you think we have reached the peak of the pandemic ,unclassified,9.0
3800,2020-03-25T14:59:03.302Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Comment peut-on minimiser les risques de contamination si un membre de la famille continue de travailler à l'extérieur?,fr,comment peut on minimiser les risques de contamination si un membre de la famille continue de travailler a l exterieur,How can we minimize the risk of contamination if a family member continues to work outside?,dangerisk,
3801,2020-03-25T14:59:03.287Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Quelle est la procédure pour traiter les achats et denrées provenant des magasins?,fr,quelle est la procedure pour traiter les achats et denrees provenant des magasins,What is the procedure for processing purchases and food from stores? ,animals,
3802,2020-03-25T14:59:03.298Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que l'alimentation ou d'autres facteurs externes peuvent influencer les symptômes ou la virulence du virus?,fr,est ce que l alimentation ou d autres facteurs externes peuvent influencer les symptomes ou la virulence du virus,Can diet or other external factors influence the symptoms or virulence of the virus? ,symptom,
3803,2020-03-25T13:03:09.089Z,6015fecf-80ff-4655-910f-d7d619d148f3,fr,Que dois-je faire dans les lieux comme l’épicerie ou la pharmacie pour éviter d’attraper le virus?,fr,que dois je faire dans les lieux comme l epicerie ou la pharmacie pour eviter d attraper le virus,What should I do in places like the grocery store or pharmacy to avoid catching the virus? ,unclassified,8.0
3805,2020-03-25T15:28:28.306Z,9e58a264-0f3e-4704-9958-8b60053d3135,fr,Et chimio il y a 5 ans. J’ai peut être eu une légère fièvre mais je suis sur tylenol alors pas sur  j’en prends aussi parce que l’arthrose ,fr,et chimio il y a ans j ai peut etre eu une legere fievre mais je suis sur tylenol alors pas sur j en prends aussi parce que l arthrose,And chemo 5 years ago. I may have had a slight fever but I am on tylenol so not on I also take it because osteoarthritis ,nextsteps,
3806,2020-03-25T15:11:42.701Z,c97b7586-b421-4396-9184-c0e14a1748bf,fr,où appeler si j'ai des symptômes?,fr,ou appeler si j ai des symptomes,where to call if I have symptoms? ,nextsteps,
3807,2020-03-25T14:24:17.394Z,fbc2de2b-f8d0-4975-aaf4-183d676b4ec7,fr,Quelle est la situation au Québec à propos de la COVID-19?,fr,quelle est la situation au quebec a propos de la covid,What is the situation in Quebec regarding COVID-19? ,unclassified,28.0
3809,2020-03-25T17:00:57.025Z,f7ef43f9-0337-4daf-b531-a4ad824fec3a,fr,Quels sont les symptomes du covid,fr,quels sont les symptomes du covid,What are the symptoms of covid ,symptom,
3812,2020-03-25T14:59:03.236Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Quels sont les risques que le Covid mutte?,fr,quels sont les risques que le covid mutte,What are the risks of Covid mutating?,dangerisk,
3815,2020-03-25T13:11:13.383Z,186be090-8da7-4059-9e27-a095f5934acb,fr,Je travaille en succursale et je suis en congé depuis 2 jours. Ce matin je me suis levée avec un mal de gorge qui ressemble à une amydalite.  Est-ce que je me présente au travail demain matin,fr,je travaille en succursale et je suis en conge depuis jours ce matin je me suis levee avec un mal de gorge qui ressemble a une amydalite est ce que je me presente au travail demain matin,"I work in a branch and I have been on leave for 2 days. This morning I got up with a sore throat that looks like amydalitis. Do I show up for work tomorrow morning, ",unclassified,17.0
3816,2020-03-25T12:20:42.296Z,d00fde1b-9241-4c1b-9eeb-5f2b01b8e21d,fr,quelle est la vitesse de contamination du covid-19?,fr,quelle est la vitesse de contamination du covid,how quickly is covid-19 contaminated? ,unclassified,28.0
3817,2020-03-25T15:15:12.507Z,fc362ced-7909-478f-b228-11836ebc01ea,fr,"Faut-il désinfecter tous les produits qui rentrent à la maison et si oui, de quelle façon? ",fr,faut il desinfecter tous les produits qui rentrent a la maison et si oui de quelle facon,"Should all products coming home be disinfected and if so, how? ",unclassified,32.0
3818,2020-03-25T15:00:08.99Z,36270e15-f155-485d-a6d6-f3d581a08c41,fr,Comment savoir si je suis porteur du virus?,fr,comment savoir si je suis porteur du virus,How do I know if I have the virus? ,unclassified,39.0
3820,2020-03-25T17:00:57.031Z,f7ef43f9-0337-4daf-b531-a4ad824fec3a,fr,Dois je faire un test de depistage,fr,dois je faire un test de depistage,Do I have to do a screening test ,test,
3821,2020-03-25T12:10:29.881Z,ed42fa72-0d80-4a56-bbf5-6d1d37b7c61a,fr,"Une fois être allé faire mes emplettes à l'épicerie, dois-je laver mes légumes, mes fruits, mes conserves et mes sacs de nourriture? Et si oui, de quelle façon?",fr,une fois etre alle faire mes emplettes a l epicerie dois je laver mes legumes mes fruits mes conserves et mes sacs de nourriture et si oui de quelle facon,"After going to the grocery store, do I have to wash my vegetables, fruit, canned food and my food bags? And if so, how? ",unclassified,8.0
3822,2020-03-25T14:44:26.89Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Quels sont les symptômes du Covid?,fr,quels sont les symptomes du covid,What are the symptoms of Covid? ,symptom,
3824,2020-03-25T14:59:03.305Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que le lavage régulier permet d'éliminer le virus?,fr,est ce que le lavage regulier permet d eliminer le virus,Does regular washing get rid of the virus? ,unclassified,24.0
3825,2020-03-25T15:50:10.607Z,b833c932-925a-4342-b7a0-3864f5756b54,fr,"Je suis allergique au Tylenol, que devrais-je prendre?",fr,je suis allergique au tylenol que devrais je prendre,"I am allergic to Tylenol, what should I take?",unclassified,17.0
3827,2020-03-25T13:03:09.092Z,6015fecf-80ff-4655-910f-d7d619d148f3,fr,Quels sont les symptômes sur les,fr,quels sont les symptomes sur les,What are the symptoms on ,symptom,
3830,2020-03-25T14:41:22.596Z,f41ef108-3460-4fcd-8b58-8b3d31df24cd,fr,Est-ce que je peux être infecté à plus d'une reprise ?,fr,est ce que je peux etre infecte a plus d une reprise,Can I get infected more than once? ,caution,
3832,2020-03-25T15:31:03.864Z,76fbc180-bf79-4832-aa8e-4c2df2b93026,fr,Est ce que je devrais continuer d'allaiter,fr,est ce que je devrais continuer d allaiter,Is should I continue to breastfeed ,unclassified,21.0
3833,2020-03-25T15:31:16.962Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Comment un virus - comme le SARS par exemple - disparaît-il de l'environnement? Dans quelles circonstances et à quelles conditions est-il enrayé?,fr,comment un virus comme le sars par exemple disparait il de l environnement dans quelles circonstances et a quelles conditions est il enraye,How a virus - like SARS for example - goes there for the environment? Under what circumstances and under what conditions is it stopped? ,unclassified,32.0
3837,2020-03-25T12:14:11.636Z,eab726e2-30d1-471d-aef0-dab883ce4d94,fr,Quels sont les symptômes du Covid-19,fr,quels sont les symptomes du covid,What are the symptoms of Covid-19? ,symptom,
3838,2020-03-25T14:53:12.071Z,070e91b6-5e9d-4b18-9dff-31f27e82dbce,fr,"Je ressens une légère pression inhabituelle dans mes poumons, je tousse un peu et j’ai mal à la gorge. Pas de fièvre. Est-ce que ça peut être du reflux gastrique et non la covid-19?",fr,je ressens une legere pression inhabituelle dans mes poumons je tousse un peu et j ai mal a la gorge pas de fievre est ce que ca peut etre du reflux gastrique et non la covid,"I have unusual light pressure in my lungs, I cough a little and my throat hurts. No fever. Can it be gastric reflux and not covid-19? ",nextsteps,
3840,2020-03-25T14:01:25.186Z,95d80f92-74d2-4725-8223-126d403d3eee,fr,"Si je crois avoir le virus, est-ce que je dois absolument me rendre en clinique?",fr,si je crois avoir le virus est ce que je dois absolument me rendre en clinique,"If I think I have the virus, do I have to go to the clinic? ",unclassified,42.0
3841,2020-03-25T14:59:03.271Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que la tempêrature affecte le temps de survit du virus sur les surfaces?,fr,est ce que la temperature affecte le temps de survit du virus sur les surfaces,Does temperature affect how long the virus survives on surfaces? ,unclassified,2.0
3843,2020-03-25T12:14:11.705Z,eab726e2-30d1-471d-aef0-dab883ce4d94,fr,Comment puis-je avoir une aide financière ?,fr,comment puis je avoir une aide financiere,How can I get financial help?,unclassified,3.0
3847,2020-03-25T13:50:41.576Z,7ce93ac5-a38e-41a8-82d1-0a2d0b6e8056,fr,Que faire en cas de symptôme de Coronavirus?,fr,que faire en cas de symptome de coronavirus,What to do in case of symptoms of Coronavirus? ,symptom,
3851,2020-03-25T14:59:03.261Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que le virus se transmet dans l'air?,fr,est ce que le virus se transmet dans l air,Does the virus spread through the air? ,unclassified,34.0
3854,2020-03-25T14:34:30.738Z,ed42fa72-0d80-4a56-bbf5-6d1d37b7c61a,fr,"Avec les nouvelles mesures annoncées cet après-midi et venant en exécution ce soir à minuit, les voyageurs mis en quarantaine pourront-ils aller prendre des marches en respectant la distanciation sociale?",fr,avec les nouvelles mesures annoncees cet apres midi et venant en execution ce soir a minuit les voyageurs mis en quarantaine pourront ils aller prendre des marches en respectant la distanciation sociale,"With the new measures announced this afternoon and coming into effect this evening at midnight, will travelers in quarantine be able to go for walks while respecting social distancing? ",unclassified,16.0
3855,2020-03-25T14:59:03.302Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que le virus peut se transmettre dans l'air?,fr,est ce que le virus peut se transmettre dans l air,Can the virus spread through the air? ,unclassified,34.0
3857,2020-03-25T14:44:26.9Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,De quelle manière est-ce que je peux minimiser la transmission?,fr,de quelle maniere est ce que je peux minimiser la transmission,How can I minimize the transmission? ,caution,
3858,2020-03-25T12:44:44.599Z,ed32f1c7-d4b6-4060-8681-add51428e439,fr,Quels sont les symptômes de la covid19?,fr,quels sont les symptomes de la covid,What are the symptoms of covid19? ,symptom,
3860,2020-03-25T13:03:09.079Z,6015fecf-80ff-4655-910f-d7d619d148f3,fr,Où peut-on se faire dépister ?,fr,ou peut on se faire depister,Where can you get tested? ,unclassified,51.0
3861,2020-03-25T14:59:03.287Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que le virus est dangereux pour les animaux de compagnie?,fr,est ce que le virus est dangereux pour les animaux de compagnie,Is the virus dangerous for pets? ,animals,
3862,2020-03-25T15:11:42.713Z,c97b7586-b421-4396-9184-c0e14a1748bf,fr,y a--t-il une façon de limiter les risques quand on reçoit une commande D'épicerie?,fr,y a t il une facon de limiter les risques quand on recoit une commande d epicerie,Is there a way to limit the risks when I receive a Grocery order? ,dangerisk,
3863,2020-03-25T13:46:23.138Z,0e23d8e5-c43f-45fa-a0be-54cb6f757aef,fr,quels sont les symptomes du covid,fr,quels sont les symptomes du covid,what are the symptoms of covid,symptom,
3865,2020-03-25T14:59:03.261Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,"À part se laver les mains et rester à l'abri, que pouvons-nous faire pour nous protéger du virus?",fr,a part se laver les mains et rester a l abri que pouvons nous faire pour nous proteger du virus,"Besides washing your hands and staying safe, what can we do to protect ourselves from the virus? ",caution,
3867,2020-03-25T15:31:16.95Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Quelle précautions devrais-je prendre lorsque j'irai faire changer mes pneus d'hiver pour des pneus d'été au garage?,fr,quelle precautions devrais je prendre lorsque j irai faire changer mes pneus d hiver pour des pneus d ete au garage,What precautions should I take when I change my winter tires for summer tires at the garage? ,unclassified,6.0
3868,2020-03-25T14:59:03.296Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que les animaux de compagnie peuvent être porteur du virus?,fr,est ce que les animaux de compagnie peuvent etre porteur du virus,Can pets be carriers of the virus? ,animals,
3875,2020-03-25T14:48:54.928Z,d6f436e3-93d1-4dc2-b39e-4723b6dfbf5c,fr,Est-ce que le virus se transmet dans l’air? ,fr,est ce que le virus se transmet dans l air,Does the virus spread through the air? ,unclassified,34.0
3877,2020-03-25T14:59:03.253Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que les maux de ventre ou la diarhée sont des symptômes supplémentaires?,fr,est ce que les maux de ventre ou la diarhee sont des symptomes supplementaires,Are stomach aches or diarrhea additional symptoms? ,symptom,
3879,2020-03-25T15:31:16.997Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Y a-t-il bien deux souches du COVID-19 actuellement en propagation dans le monde?,fr,y a t il bien deux souches du covid actuellement en propagation dans le monde,Are there really two strains of COVID-19 currently spreading around the world? ,unclassified,32.0
3885,2020-03-25T13:17:23.808Z,bbd6643c-d0c1-4f1e-8be5-81d980e6eb55,fr,Est-ce que ça augmente les risques de faire  une promenade en milieu urbain?,fr,est ce que ca augmente les risques de faire une promenade en milieu urbain,Does this increase the risk of taking an urban walk? ,dangerisk,
3886,2020-03-25T15:31:16.927Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Quelle précautions doit-on prendre avec les items d'une épicerie qu'on rapporte chez soi?,fr,quelle precautions doit on prendre avec les items d une epicerie qu on rapporte chez soi,What precautions should you take with items from a grocery store that you take home? ,unclassified,19.0
3889,2020-03-25T17:09:09.597Z,b51b2c1b-3e92-4cc7-b547-1986676b3cab,fr,Quelle est mon risque de développer des complications si je fais de l'asthme ?,fr,quelle est mon risque de developper des complications si je fais de l asthme,What is my risk of developing complications if I do,dangerisk,
3890,2020-03-25T15:31:16.975Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Quelle est la probabilité qu'un autre virus - comme le COVID-19 - apparaisse dans les prochains mois ou les prochaines années?,fr,quelle est la probabilite qu un autre virus comme le covid apparaisse dans les prochains mois ou les prochaines annees,What is the probability that another virus - like COVID-19 - will appear in the coming months or years? ,unclassified,50.0
3891,2020-03-25T13:18:20.202Z,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,Quel est le traitement pour le coronavirus?,fr,quel est le traitement pour le coronavirus,What is the treatment for coronavirus? ,treatment,
3892,2020-03-25T14:24:17.407Z,fbc2de2b-f8d0-4975-aaf4-183d676b4ec7,fr,"Si une personne pense avoir attrapé le virus COVID-19, que doit-elle faire pour se rassurer?",fr,si une personne pense avoir attrape le virus covid que doit elle faire pour se rassurer,"If someone thinks they have caught the COVID-19 virus, what should they do to reassure themselves? ",unclassified,5.0
3893,2020-03-25T13:14:43.836Z,ba2c8883-e311-4222-acca-b4d50e5e5857,fr,"Bonjour, je crois souffrire d'un streptocoque car j'ai un mal de gorge, des tâches blanches et la luette très inflammé, est-il possible d'avoir un diagnostic en ligne afin d'avoir une prescription d'antibiotiques en considérant que j'ai une allergie à la pénicilline?",fr,bonjour je crois souffrire d un streptocoque car j ai un mal de gorge des taches blanches et la luette tres inflamme est il possible d avoir un diagnostic en ligne afin d avoir une prescription d antibiotiques en considerant que j ai une allergie a la penicilline,"Hello, I think I suffer from a streptococcus because I have a sore throat, white spots and a very inflamed uvula, is it possible to have a diagnosis online in order to have a prescription for antibiotics considering that do I have a penicillin allergy? ",nextsteps,
3901,2020-03-25T15:43:54.335Z,c255d811-cadf-4916-9610-1c31ec16132d,fr,Peu-on être en contact avec le virus par la poste ou les circulaires que je reçois par un postier dans ma boîte aux lettres. Y a-t-il des précautions à prendre?,fr,peu on etre en contact avec le virus par la poste ou les circulaires que je recois par un postier dans ma boite aux lettres y a t il des precautions a prendre,Can we be in contact with the virus by post or circulars that I receive by a postman in my mailbox. Are there any precautions to take? ,unclassified,16.0
3902,2020-03-25T13:18:20.215Z,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,Comment me protéger se,fr,comment me proteger se,How can I protect myself? ,caution,
3904,2020-03-25T15:01:00.834Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que le savon détruit le virus?,fr,est ce que le savon detruit le virus,Does soap destroy the virus?,unclassified,7.0
3906,2020-03-25T12:37:54.988Z,c879c7bb-5ede-4dac-baaa-73b7897c1839,en,quelles sont les meilleures précautions à prendre concernant l’habillement en extérieur pendant la crise?,fr,quelles sont les meilleures precautions a prendre concernant l habillement en exterieur pendant la crise,what are the best precautions to take regarding outdoor clothing during the crisis? ,unclassified,50.0
3907,2020-03-25T14:53:12.073Z,070e91b6-5e9d-4b18-9dff-31f27e82dbce,fr,Est-ce que le virus peut survivre sur les objets et les emballages à l’épicerie?,fr,est ce que le virus peut survivre sur les objets et les emballages a l epicerie,Can the virus survive on items and packaging at the grocery store? ,unclassified,7.0
3908,2020-03-25T12:44:44.6Z,ed32f1c7-d4b6-4060-8681-add51428e439,fr,Où trouver de l’aide pour les prestations du gouvernement en terme d’allocation de revenus?,fr,ou trouver de l aide pour les prestations du gouvernement en terme d allocation de revenus,Where can I find help for government benefits in terms of income allowance? ,unclassified,50.0
3909,2020-03-25T15:01:00.834Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Si je n'ai plus de symptômes suis-je encore contagieux?,fr,si je n ai plus de symptomes suis je encore contagieux,"If I have no more symptoms, am I still contagious? ",dangerisk,
3910,2020-03-25T12:44:44.67Z,ed32f1c7-d4b6-4060-8681-add51428e439,fr,Les dispositions du gouvernement en matière d’allocation financière concernent-elles les étudiants étrangers?,fr,les dispositions du gouvernement en matiere d allocation financiere concernent elles les etudiants etrangers,Do the government's financial allocation provisions concern foreign students? ,unclassified,50.0
3914,2020-03-25T14:01:25.175Z,95d80f92-74d2-4725-8223-126d403d3eee,fr,Quels sont les symptômes du Covid-19?,fr,quels sont les symptomes du covid,What are the symptoms of Covid-19? ,symptom,
3916,2020-03-25T14:59:03.234Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que le COVID s'attrape plus d'une fois?,fr,est ce que le covid s attrape plus d une fois,Does COVID catch more than once? ,unclassified,33.0
3917,2020-03-25T13:40:05.064Z,ff3619e4-41de-4d05-8d59-cfd482f00274,fr,Est-ce que je dois m’isoler si je reviens d’un autre province,fr,est ce que je dois m isoler si je reviens d un autre province,Do I have to isolate myself if I come from another province ,isolation,
3919,2020-03-25T16:08:46.341Z,7336ada1-57be-46d1-946c-dec6f8d7e0c1,fr,"Les animaux de compagnies (chat, chien, reptiles) peuvent-ils attraper le virus et nous le transmettre ? ",fr,les animaux de compagnies chat chien reptiles peuvent ils attraper le virus et nous le transmettre,"Can pets (cats, dogs, reptiles) catch the virus and transmit it to us?",animals,
3920,2020-03-25T14:59:03.245Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Quels produits nettoyants sont efficaces pour les surfaces?,fr,quels produits nettoyants sont efficaces pour les surfaces,What cleaning products are effective for surfaces? ,unclassified,1.0
3926,2020-03-25T12:20:42.271Z,d00fde1b-9241-4c1b-9eeb-5f2b01b8e21d,fr,quels sont les top 100 des pays touchés en Afrique à la date du 24 mars?,fr,quels sont les top des pays touches en afrique a la date du mars,What are the top 100 affected countries in Africa as of March 24? ,unclassified,1.0
3929,2020-03-25T15:31:03.799Z,76fbc180-bf79-4832-aa8e-4c2df2b93026,fr,Est ce que mon bébé naissant est à risque?,fr,est ce que mon bebe naissant est a risque,Is my newborn baby at risk? ,dangerisk,
3933,2020-03-25T14:59:03.244Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Combien de temps le virus demeure-t-il sur les surfaces?,fr,combien de temps le virus demeure t il sur les surfaces,How long does the virus stay on surfaces? ,viruslife,
3936,2020-03-25T15:31:16.917Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Comment doit-on se protéger de colis qui nous parviennent de l'extérieur?,fr,comment doit on se proteger de colis qui nous parviennent de l exterieur,How should we protect ourselves from packages arriving from outside? ,caution,
3937,2020-03-25T15:31:03.82Z,76fbc180-bf79-4832-aa8e-4c2df2b93026,fr,Comment effectuer mes courses sans mettre à risque ma famille,fr,comment effectuer mes courses sans mettre a risque ma famille,How to do my shopping without putting my family at risk ,dangerisk,
3938,2020-03-25T13:03:09.075Z,6015fecf-80ff-4655-910f-d7d619d148f3,fr,Quels sont les symptômes communs ?,fr,quels sont les symptomes communs,What are the common symptoms? ,symptom,
3940,2020-03-25T15:31:16.995Z,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Les cadavres des victimes du COVID-19 sont-ils encore porteur du virus et pour combien de temps?,fr,les cadavres des victimes du covid sont ils encore porteur du virus et pour combien de temps,Are the bodies of COVID-19 victims still carrying the virus and for how long? ,unclassified,1.0
3941,2020-03-25T13:03:09.096Z,6015fecf-80ff-4655-910f-d7d619d148f3,fr,Quels sont les symptômes pour les enfants vs adultes?,fr,quels sont les symptomes pour les enfants vs adultes,What are the symptoms for children vs adults? ,symptom,
3946,2020-03-25T15:15:12.506Z,fc362ced-7909-478f-b228-11836ebc01ea,fr,Les gens qui rentrent de voyage peuvent-ils sortir prendre des marches pendant leurs 14 jours d'isolement? ,fr,les gens qui rentrent de voyage peuvent ils sortir prendre des marches pendant leurs jours d isolement,Can people returning from travel go out for walks during their 14 days of isolation?,isolation,
3947,2020-03-25T15:01:00.835Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que je peux être contagieux avant de m'en rendre compte?,fr,est ce que je peux etre contagieux avant de m en rendre compte,Can I be contagious before I know it? ,caution,
3948,2020-03-25T13:38:52.008Z,95d80f92-74d2-4725-8223-126d403d3eee,fr,Est-ce que le mal de gorge est un symptôme du covid-19?,fr,est ce que le mal de gorge est un symptome du covid,Is sore throat a symptom of covid-19? ,symptom,
3949,2020-03-25T13:18:20.195Z,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,Quels sont les symptômes du coronavirus?,fr,quels sont les symptomes du coronavirus,What are the symptoms of coronavirus? ,symptom,
3950,2020-03-25T14:48:54.916Z,d6f436e3-93d1-4dc2-b39e-4723b6dfbf5c,fr,"J’ai mal à mon épaule lorsque je respire, est-ce un symptôme? ",fr,j ai mal a mon epaule lorsque je respire est ce un symptome,"My shoulder hurts when I breathe, is this a symptom? ",nextsteps,
3951,2020-03-25T14:59:03.22Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Est-ce que les gants sont une bonne protection?,fr,est ce que les gants sont une bonne protection,Are gloves good protection? ,caution,
3952,2020-03-25T16:08:46.336Z,7336ada1-57be-46d1-946c-dec6f8d7e0c1,fr,Combien de temps peut rester le virus sur un vêtement ? ,fr,combien de temps peut rester le virus sur un vetement,How long can the virus stay on a garment? ,viruslife,
3953,2020-03-25T13:18:20.226Z,2323aa9a-71f2-4947-9d4a-5220c7ff103c,fr,Comment me protéger de la COVID-19?,fr,comment me proteger de la covid,How can I protect myself from COVID-19? ,caution,
3954,2020-03-25T13:37:58.987Z,ce6ac535-eb7a-40b2-86b9-ada88aa3b386,fr,Le 2000 dollars c eet pour les gems aux chomages aussi  qui ont droit ,fr,le dollars c eet pour les gems aux chomages aussi qui ont droit,The 2000 dollars this is for the unemployed gems also who are entitled ,unclassified,50.0
3956,2020-03-25T16:35:23.336Z,59087c4e-c23b-4253-848e-2bdec1e82caa,en,No question ,fr,no question,No question ,unclassified,6.0
3958,2020-03-25T14:44:26.89Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,Quels sont les chances d'avoir des complications?,fr,quels sont les chances d avoir des complications,What are the chances of having complications? ,unclassified,1.0
