,id,timestamp_est,anonymous_id,language,question,detected_lang,cluster,tags
2011,2435,2020-03-23 15:06:31,bf88c8bd-97ad-4766-9479-8887b1cec604,fr,Will construction sites be suspended until April 13 inclusive?,fr,unclassified,
2012,2436,2020-03-23 14:17:26,0bff6b6d-7129-446c-a3c1-06cef508484f,fr,I'm a pregnant woman. Am I more at risk of getting COVID?,fr,unclassified,
2013,2442,2020-03-23 13:40:06,6b0b5edd-d5a8-4c61-839a-b090a20d17eb,fr,How to know if my health is fragile,fr,unclassified,
2014,2445,2020-03-23 16:06:17,ada881eb-9fe1-4b3b-a72d-ca9c2c6315bf,fr,Is the share custody banned,fr,unclassified,
2015,2449,2020-03-23 16:58:07,13c25f0a-051e-46e7-b49b-665722a2af99,fr,"If I'm pregnant, am I more at risk?",fr,unclassified,
2016,2454,2020-03-23 14:36:36,8a736459-7e6c-4684-90a0-fad50d48c7fe,fr,What are the risks of COVID19 for pregnant women?,fr,unclassified,
2017,2457,2020-03-23 16:03:13,60ac1915-0b63-49b8-a9cb-531aa8b8d40f,fr,Is it by coughing that we share the virus?,fr,unclassified,
2018,2459,2020-03-23 13:15:23,b0eb759f-7193-4b97-a91a-af4184a56d7d,fr,Are the media exaggerating the scope of the pandemic?,fr,unclassified,
2019,2464,2020-03-23 15:20:26,5bbc80f1-ddd9-4e56-a8a4-16678c4b50e9,en,where is the clinic of my area,fr,unclassified,
2020,2465,2020-03-23 16:53:40,2a10e0ce-a35a-46a4-8ce7-2b24d8078e1d,fr,Are people with asthma at greater risk of severe illness if they get COVID-19?,fr,unclassified,
2021,2468,2020-03-23 15:18:52,9244798c-517f-4a12-a2e7-696df62b4099,fr,Is China responsible for the disease?,fr,unclassified,
2022,2469,2020-03-23 15:18:43,7e9ee820-b13c-410f-8aed-d440119dc153,fr,Do I have to stay home,fr,unclassified,
2023,2470,2020-03-23 15:16:15,12abf223-923e-489d-ade0-7276847f6b4d,fr,will the hardware stores be closed?,fr,unclassified,
2024,2471,2020-03-23 16:01:39,baf8dad8-0403-4e92-bb7c-072222063bc2,fr,"We are currently in Manitoba but have been ahead of our return to Quebec in a few days, but we anticipate the possibility that we will not be able to cross the Ontario border due to its likely closure. Can the authorities prohibit us from returning to Quebec even if it is our place of residence? The house we currently occupy will no longer be free... so we will no longer have a place to stay, which is why we have to return to our residence in Quebec. What can I do?",fr,unclassified,
2025,2475,2020-03-23 13:31:43,584f67fc-bead-495f-9846-7828fa81a9c7,fr,Do you answer the questions?,fr,unclassified,
2026,2477,2020-03-23 14:08:29,fd9acce8-91dd-4c11-abe8-d58336434034,fr,Am I going to lose my job?,fr,unclassified,
2027,2478,2020-03-23 15:13:29,e34c3175-0936-4939-9492-15199ae5254b,en,How many deaths are there now?,fr,unclassified,
2028,2479,2020-03-23 13:53:19,33cdb1a7-dca0-4329-b415-2f4b670ec2ee,fr,What are the essential services?,fr,unclassified,
2029,2482,2020-03-23 14:57:53,3d85996f-39ac-4187-b904-94f9aaddb197,fr,is what google is apple,fr,unclassified,
2030,2484,2020-03-23 18:03:29,da35bf80-0289-4cf0-8f9e-251c954e0912,en,Is Purrel effective against COVID-19?,fr,unclassified,
2031,2485,2020-03-23 13:25:19,fc6da12b-af95-4e09-8320-9254016f5c05,en,I need to renew my health insurance card. Do I still have to go to the SAAQ or CLSC?,fr,unclassified,
2032,2486,2020-03-23 16:53:40,2a10e0ce-a35a-46a4-8ce7-2b24d8078e1d,fr,Why does the SAQ stay open?,fr,unclassified,
2033,2491,2020-03-23 14:15:20,198dc5ba-fc0b-4ed2-991b-c36907cf2e98,fr,Should the packaging of products purchased at the grocery store be disinfected?,fr,unclassified,
2034,2493,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Is turmeric a good way to protect yourself?,fr,unclassified,
2035,2496,2020-03-23 15:16:15,12abf223-923e-489d-ade0-7276847f6b4d,fr,Should the delivery service of companies also be stopped? Example: Amazon,fr,unclassified,
2036,2497,2020-03-23 12:21:21,b0d51d1d-1f85-479d-834b-14595a4dccbe,en,"Hello, my question is about decontamination at home, when I arrive from the outside.",fr,unclassified,
2037,2499,2020-03-23 16:10:35,e51ed7ba-17da-4694-8b9c-1c5e14349d05,fr,Can the virus settle on clothes?,fr,unclassified,
2038,2502,2020-03-23 14:49:35,18155d9d-7e8f-44b8-bfe1-75537af60573,fr,If you already have an active virus (herpes) is it more dangerous to get Covid-19 and is the risk of complications higher?,fr,unclassified,
2039,2505,2020-03-23 15:03:34,474f3ed5-44be-4d1b-ae00-602b44058cbb,fr,What COVID-19,fr,unclassified,
2040,2508,2020-03-23 15:13:29,e34c3175-0936-4939-9492-15199ae5254b,en,How do I know if I have covid-19?,fr,unclassified,
2041,2509,2020-03-23 13:41:21,e23a11b8-610c-4ce3-87bf-8ad2e03d4063,fr,How far is it necessary to keep from other people?,fr,unclassified,
2042,2511,2020-03-23 13:53:19,33cdb1a7-dca0-4329-b415-2f4b670ec2ee,fr,Why 1 meter,fr,unclassified,
2043,2516,2020-03-23 15:56:58,635d8e03-c315-4f6f-8d2e-1427cebac430,en,Am I immune if I catch the virus and cure it?,fr,unclassified,
2044,2518,2020-03-23 17:47:02,8b0aaff9-23cb-4bd8-840c-102e423f2704,fr,Pregnant woman,fr,unclassified,
2045,2519,2020-03-23 12:21:21,b0d51d1d-1f85-479d-834b-14595a4dccbe,en,"When I arrive from the outside and enter my house, do I always have to wash clothes with soap? Is it only if I got on the bus, for example?",fr,unclassified,
2046,2520,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,"If I see neighbors playing together, do I call the police?",fr,unclassified,
2047,2521,2020-03-23 12:12:53,a5b6a652-1a37-4651-ae2d-64572a0eb347,fr,Is there any foods to be banned in order not to have the covid 19,fr,unclassified,
2048,2524,2020-03-23 14:46:46,83e8b5b3-5559-4921-8d96-d10972f38da0,fr,Am I at risk for covid-19?,fr,unclassified,
2049,2525,2020-03-23 16:34:14,ce957295-2e16-4850-a7de-058d6bb8096a,fr,How old are you?,fr,unclassified,
2050,2533,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Can I handle my mail?,fr,unclassified,
2051,2534,2020-03-23 17:41:57,59892320-b816-4c22-9909-763767f909fb,fr,Can the virus be contracted again after healing?,fr,unclassified,
2052,2538,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Do I have to stay in quarantine if I live with someone returning from travel?,fr,unclassified,
2053,2540,2020-03-23 13:58:53,3e4ad236-b73f-4320-b462-ef994c168619,en,Can we catch the virus in an elevator,fr,unclassified,
2054,2542,2020-03-23 15:18:52,9244798c-517f-4a12-a2e7-696df62b4099,fr,What is Dr. Arruda's recipe for Portuguese tartlets?,fr,unclassified,
2055,2544,2020-03-23 14:08:29,fd9acce8-91dd-4c11-abe8-d58336434034,fr,Do you hire?,fr,unclassified,
2056,2547,2020-03-23 16:25:25,393bb986-e508-4b39-9780-71703f6de3b9,en,Why are we locked up?,fr,unclassified,
2057,2552,2020-03-23 13:34:57,dc9c88d7-aa9d-42e7-9692-99f029699547,fr,will I miss school,fr,unclassified,
2058,2557,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,If I take vitamin C is it good for prevention?,fr,unclassified,
2059,2561,2020-03-23 17:09:31,41d23312-0d04-483c-92bb-900cdba9f7bd,en,Can eating garlic help me with immunity?,fr,unclassified,
2060,2562,2020-03-23 14:50:14,fac95c0d-f11a-42a7-9676-269694bd9e4b,fr,Are banknotes vectors for COVID-19?,fr,unclassified,
2061,2563,2020-03-23 13:00:48,85f8464c-54d6-4e55-8a8a-4beb7a05d058,fr,"I work as a nurse in the hospital.. for 2 or 3 days mild sore throat, no fever, slight difficulty breathing but I am asthmatic and nose slightly block.. should I worry?",fr,unclassified,
2062,2567,2020-03-23 13:15:23,b0eb759f-7193-4b97-a91a-af4184a56d7d,fr,What are the most reliable sources for covid-19?,fr,unclassified,
2063,2568,2020-03-23 14:57:53,3d85996f-39ac-4187-b904-94f9aaddb197,fr,Is corona a human being?,fr,unclassified,
2064,2575,2020-03-23 15:18:52,9244798c-517f-4a12-a2e7-696df62b4099,fr,Can we take public transport?,fr,unclassified,
2065,2577,2020-03-23 14:49:35,18155d9d-7e8f-44b8-bfe1-75537af60573,fr,is it possible to develop antibodies against this virus?,fr,unclassified,
2066,2578,2020-03-23 16:25:25,393bb986-e508-4b39-9780-71703f6de3b9,en,I'm going to get a job?,fr,unclassified,
2067,2581,2020-03-23 15:25:02,f13ed3d7-f960-4916-9b29-5cf99b462752,fr,cough or fever,fr,unclassified,
2068,2582,2020-03-23 14:50:25,2066b872-13f4-4791-a2a8-b631c8063fea,fr,Am I at risk if I suffer from asthma?,fr,unclassified,
2069,2587,2020-03-23 15:26:56,32d593bc-3a01-4423-a1fc-e07949f44489,fr,Is he going to run out of a vaping machine?,fr,unclassified,
2070,2591,2020-03-23 16:05:44,901d02b2-9a95-4233-8da2-877e83fbccbe,fr,What are the risks of contagiwill for people when handling money.,fr,unclassified,
2071,2592,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Does it have enough place in hotpitals,fr,unclassified,
2072,2595,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Can food be contaminated?,fr,unclassified,
2073,2599,2020-03-23 14:17:26,0bff6b6d-7129-446c-a3c1-06cef508484f,fr,I'm congested. Should I consult,fr,unclassified,
2074,2601,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Do I have an appointment to attend a clinic,fr,unclassified,
2075,2605,2020-03-23 15:25:14,36e9fc92-25e4-4c79-8f44-879d5eb1900b,fr,Are three children playing in the alley considered a gathering and therefore prohibited to prevent the spread of COVID-19?,fr,unclassified,
2076,2607,2020-03-23 14:15:20,198dc5ba-fc0b-4ed2-991b-c36907cf2e98,fr,Can the kids old go play outside?,fr,unclassified,
2077,2608,2020-03-23 14:36:36,8a736459-7e6c-4684-90a0-fad50d48c7fe,fr,Which diseases put me at greater risk of complications if I am exposed to COVID19?,fr,unclassified,
2078,2609,2020-03-23 15:34:58,7dffeba4-dcbe-4b56-9572-0584b1be4883,fr,If a family member is infected can he stay in the same house?,fr,unclassified,
2079,2611,2020-03-23 13:53:19,33cdb1a7-dca0-4329-b415-2f4b670ec2ee,fr,What measures are planned in public transit,fr,unclassified,
2080,2612,2020-03-23 14:37:33,5963cf8b-822a-4c9d-a23c-312c620af91c,fr,Can drinking water contain the virus?,fr,unclassified,
2081,2615,2020-03-23 12:43:13,9a16770f-94ff-48ee-baf0-d7f8283da2f4,fr,"If I'm diagnosed positive at Covid and I'm cured, how long does it take to be cured? and",fr,unclassified,
2082,2616,2020-03-23 15:14:42,9c5c6317-bf69-4ef8-8a67-31d9e628c42e,fr,Can the virus stay on my credit card when I use it at the grocery store?,fr,unclassified,
2083,2617,2020-03-23 15:18:52,9244798c-517f-4a12-a2e7-696df62b4099,fr,Is covid-19 a disease?,fr,unclassified,
2084,2618,2020-03-23 13:43:11,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Can my boyfriend sleep in the same bed?,fr,unclassified,
2085,2621,2020-03-23 20:51:54,2a01819b-9e27-49f6-bb5a-98e9d7104789,fr,What is the financial assistance available?,fr,unclassified,
2086,2623,2020-03-23 22:31:11,009f785f-21c9-445b-b850-26fb3a44a988,fr,What are the best ways to clean up where the virus might be?,fr,unclassified,
2087,2630,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,Will the virus leave with the arrival of summer as is the case with influenza?,fr,unclassified,
2088,2631,2020-03-23 21:13:18,e46effaf-af59-4eeb-9c87-18c4a332d42c,fr,How many days of fever do you have to wait to make a decision?,fr,unclassified,
2089,2632,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,How many days of fever do I have to report to the emergency department?,fr,unclassified,
2090,2635,2020-03-24 0:39:31,06867c3b-9e7f-42c8-a461-f68adf4dca76,fr,is there a graph of cases in quebec,fr,unclassified,
2091,2636,2020-03-23 21:49:16,763d12fd-7e49-4b1c-a953-5d1d63ced497,fr,Do you see a link yet COVID 19 and the environment?,fr,unclassified,
2092,2639,2020-03-23 22:31:11,009f785f-21c9-445b-b850-26fb3a44a988,fr,How long does the virus live on surfaces?,fr,unclassified,
2093,2642,2020-03-23 22:55:42,e268a217-74b8-437f-aeec-b3b956dcbd02,fr,Is it possible to have a fatty cough and still get covid?,fr,unclassified,
2094,2644,2020-03-23 17:53:30,edbaea44-78f6-4244-9f13-9cb21a5d3121,fr,Is it possible to catch COVID-19 again if we've already had it?,fr,unclassified,
2095,2645,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,Is a virus alive?,fr,unclassified,
2096,2649,2020-03-23 18:25:20,7e690493-4958-4dd6-a6fd-069bdfa9989d,fr,"Do I have colds, flu, pneumonia or coronavirus?",fr,unclassified,
2097,2650,2020-03-24 0:28:34,a28210e0-44d1-4d29-a433-7fd2bba9ee26,fr,Am I a person at risk?,fr,unclassified,
2098,2656,2020-03-24 0:21:14,78a32350-0a45-4b2c-914a-f0eb28952619,fr,Does that hurt?,fr,unclassified,
2099,2659,2020-03-23 18:43:55,1fd9fed5-8f66-48a4-a00b-c1fe41ac76df,fr,Or can I find the self-care guide?,fr,unclassified,
2100,2660,2020-03-23 23:39:39,9fc506e4-92d2-47a6-947c-d705a8b2607b,en,Is COVID-19 dangerous for children?,fr,unclassified,
2101,2672,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,Does he eat?,fr,unclassified,
2102,2681,2020-03-23 20:12:35,441ff6d6-8f6c-4413-a82a-c50ba47c18da,fr,I am pregnant and I work very close to people is this dangerous for my pregnancy?,fr,unclassified,
2103,2682,2020-03-23 21:55:40,740f27bd-2595-4e43-8d20-53e0fa3cb662,fr,"If my 8-month-old baby has Covid-19 and is hospitalized, am I allowed to stay with him?",fr,unclassified,
2104,2684,2020-03-23 17:57:50,af6de45e-e016-41ef-9099-55adac386524,fr,How is the virus transmitted?,fr,unclassified,
2105,2686,2020-03-23 21:02:26,efb4265d-7253-44d1-9fce-3868d4ae2a0a,fr,My daughter works in a hospital and then I see her.?,fr,unclassified,
2106,2700,2020-03-23 18:42:18,2ee29c3b-ce01-4ed5-a541-6aafa3bb2ae7,fr,The mere presence of the virus on my skin can make me sick,fr,unclassified,
2107,2701,2020-03-23 23:07:13,b021307b-b656-4957-85b3-d46f1b26061d,fr,Can we catch him twice?,fr,unclassified,
2108,2702,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,Is the virus red?,fr,unclassified,
2109,2707,2020-03-23 22:33:08,f8d9f6ff-04dd-4dda-85f2-2c176e4f09b3,fr,Can the coronavirus remain suspended in the air?,fr,unclassified,
2110,2710,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,Does the virus speak French?,fr,unclassified,
2111,2713,2020-03-24 1:42:21,b327d9dd-fb32-4f8b-bab2-a1c5c6bc580d,fr,Does exposing a potentially infected object so cold make it at risk?,fr,unclassified,
2112,2714,2020-03-23 21:05:34,766edba7-e3e8-4404-8a25-f987e2d19995,fr,Can I be screened afterwards?,fr,unclassified,
2113,2717,2020-03-23 21:49:16,763d12fd-7e49-4b1c-a953-5d1d63ced497,fr,Will the MSSS force health organizations to provide a contingency fund to plan and deploy services in the event of a future pandemic?,fr,unclassified,
2114,2719,2020-03-23 19:35:55,ce581c61-3f83-44f2-8244-7deb7c8c59ae,fr,What can I do to prevent contamination,fr,unclassified,
2115,2720,2020-03-23 18:25:20,7e690493-4958-4dd6-a6fd-069bdfa9989d,fr,How long will I get my results?,fr,unclassified,
2116,2722,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,Is coronavirus a enveloped virus?,fr,unclassified,
2117,2724,2020-03-23 18:18:31,f063f81f-6e9e-4de5-a3c2-b1a66b650b9b,fr,How is the coronavirus transmitted?,fr,unclassified,
2118,2725,2020-03-23 21:58:25,8d95b495-41eb-4ce2-8346-52c8e3198972,fr,Why are convenience stores without gas stations essential?,fr,unclassified,
2119,2732,2020-03-23 17:53:30,edbaea44-78f6-4244-9f13-9cb21a5d3121,fr,How can I make myself useful?,fr,unclassified,
2120,2733,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,Are there any children who died of the virus?,fr,unclassified,
2121,2738,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,What are the protective factors against the virus?,fr,unclassified,
2122,2740,2020-03-23 21:35:40,5bbbceea-44a9-418b-9e6f-5d85c86ee0f3,fr,Can I have had the virus and fought it without much difficulty?,fr,unclassified,
2123,2744,2020-03-23 22:08:10,36c429a1-3815-4027-80d8-719b461afad2,fr,Should I wash all food packages I buy when I get back from the grocery store to avoid transmission?,fr,unclassified,
2124,2746,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,Is the virus stink?,fr,unclassified,
2125,2749,2020-03-23 21:35:40,5bbbceea-44a9-418b-9e6f-5d85c86ee0f3,fr,"Once a person has contracted the virus, how long is it sick?",fr,unclassified,
2126,2750,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,"If I wash my fruits and vegetables with soap and water, is this enough to kill the virus?",fr,unclassified,
2127,2752,2020-03-23 18:42:18,2ee29c3b-ce01-4ed5-a541-6aafa3bb2ae7,fr,The mere presence of the virus on my skin can,fr,unclassified,
2128,2760,2020-03-23 22:04:01,10037ac1-0cc6-456c-9e98-78f2c2af46b2,fr,Does Covid-19 also come with runny nose?,fr,unclassified,
2129,2761,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,Can my kids catch the virus at the park?,fr,unclassified,
2130,2770,2020-03-23 19:26:09,58a47daf-2f18-4dbc-8e42-5ace51313f1b,fr,"I have a fever, do I automatically get the virus?",fr,unclassified,
2131,2772,2020-03-23 22:04:01,10037ac1-0cc6-456c-9e98-78f2c2af46b2,fr,Do I have to limit my contacts even with the members of my house?,fr,unclassified,
2132,2774,2020-03-24 0:28:34,a28210e0-44d1-4d29-a433-7fd2bba9ee26,fr,What are the ways to prevent the transmission of covid-19?,fr,unclassified,
2133,2775,2020-03-23 17:17:10,966eaace-3005-4c09-9871-72347e053662,fr,"My mother is 67 years old she suffers from anxiety she has never traveled and she is healthy, she has to keep my boy but with all the constraints she would like to come to my house is this ok",fr,unclassified,
2134,2785,2020-03-23 17:57:50,af6de45e-e016-41ef-9099-55adac386524,fr,Do I have to test if I'm past fever?,fr,unclassified,
2135,2786,2020-03-23 21:00:01,09845422-9dce-466f-b645-569fb3669789,fr,is what ns,fr,unclassified,
2136,2789,2020-03-23 22:19:56,dc083c92-fb53-419a-85c5-85405b6a9f7b,fr,How to prevent COVID-19 associated disease?,fr,unclassified,
2137,2791,2020-03-23 17:43:35,08f793b6-663c-4042-94cc-dc0ac841a362,fr,Private Professional Resource Firms (Health Network) What are we talking about here? Osteopath? or rather psychologists?,fr,unclassified,
2138,2792,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,The virus dies if it's too cold?,fr,unclassified,
2139,2800,2020-03-23 23:51:42,af03cc26-30ce-46cf-a0c1-efca2573dc32,fr,What do we do with the kids?,fr,unclassified,
2140,2801,2020-03-24 0:28:34,a28210e0-44d1-4d29-a433-7fd2bba9ee26,fr,Can we catch the covid-19 twice?,fr,unclassified,
2141,2802,2020-03-23 19:27:11,7acc7664-42e6-4a2d-9c47-b054277ab908,en,"When, and how should a self-employed worker apply for financial assistance?",fr,unclassified,
2142,2805,2020-03-23 21:02:17,c19b7cb2-1e7c-45e1-abdd-387188e3e9c4,fr,Is there a connection between blood type and immunity to the virus?,fr,unclassified,
2143,2809,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,"If I ever catch a cold, am I less likely to catch the virus?",fr,unclassified,
2144,2814,2020-03-23 19:29:28,903d8691-3d16-48ec-9dc7-e8000fa10104,en,Will there be shortages?,fr,unclassified,
2145,2815,2020-03-23 17:35:15,12a67911-f1e3-4f63-890e-3df893495f91,fr,"Will the government order the halt of payments for every citizen: as a mortgage, house",fr,unclassified,
2146,2817,2020-03-23 21:00:01,3070ce54-ec7d-4593-bb9a-55e886844a9e,fr,Is the virus visible?,fr,unclassified,
2147,2820,2020-03-23 18:18:31,f063f81f-6e9e-4de5-a3c2-b1a66b650b9b,fr,What should I do if I think I have caught the virus?,fr,unclassified,
2148,2821,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,Can I catch the covid19 by touching the gas pump?,fr,unclassified,
2149,2822,2020-03-23 21:02:17,c19b7cb2-1e7c-45e1-abdd-387188e3e9c4,fr,Is there a greater risk for pregnant women of complications related to coronavirus?,fr,unclassified,
2150,2823,2020-03-23 19:26:09,58a47daf-2f18-4dbc-8e42-5ace51313f1b,fr,Can I go outside if I'm in quarantine?,fr,unclassified,
2151,2828,2020-03-23 21:02:17,c19b7cb2-1e7c-45e1-abdd-387188e3e9c4,fr,Can I catch the coronavirus twice?,fr,unclassified,
2152,2833,2020-03-23 21:49:16,763d12fd-7e49-4b1c-a953-5d1d63ced497,fr,Would it be possible to develop methods of unit costs per contaminated user?,fr,unclassified,
2153,2836,2020-03-23 21:35:40,5bbbceea-44a9-418b-9e6f-5d85c86ee0f3,fr,"I am a chronic asthma, am I considered a vulnerable person?",fr,unclassified,
2154,2837,2020-03-23 22:54:10,b09a6f9e-ad47-4e84-9326-ec0da7e9467b,fr,Is it possible to introduce stricter rules for grocery stores... C the world who go there,fr,unclassified,
2155,2838,2020-03-23 21:02:17,c19b7cb2-1e7c-45e1-abdd-387188e3e9c4,fr,Are people with asthma more at risk?,fr,unclassified,
2156,2842,2020-03-23 22:09:40,8901ad9f-5bfa-4e5e-851a-164a523df612,fr,"If a member of theamille coughs, has a fever and has a lot of stress, can he consult? ,",fr,unclassified,
2157,2844,2020-03-23 18:47:37,3473795e-c67d-4930-bd75-d7ceb4a75bf7,fr,Or can I find the self-care guide?,fr,unclassified,
2158,2845,2020-03-23 18:34:50,de4efb55-a8ec-4728-ba3d-432889e79b44,fr,"If we catch Covid-19 we are then more immune like some other viruses, or if we can just as well catch it a second time, because there are several strains?",fr,unclassified,
2159,2848,2020-03-23 21:28:24,f9dd1b3d-01b2-43b2-8801-ab4140e6adda,fr,Are those who died in covid19 more men or women?,fr,unclassified,
2160,2851,2020-03-23 20:11:41,441ff6d6-8f6c-4413-a82a-c50ba47c18da,fr,I'm pregnant and I work with people doing blood tests?,fr,unclassified,
2161,2852,2020-03-23 21:11:23,8d95b495-41eb-4ce2-8346-52c8e3198972,fr,"I work in a convenience store, what are the security measures to take?",fr,unclassified,
2162,2854,2020-03-23 21:13:18,e46effaf-af59-4eeb-9c87-18c4a332d42c,fr,Is it possible to contract COVID-19 twice?,fr,unclassified,
2163,2858,2020-03-24 9:05:59,19e46dc8-279c-48a4-8d5b-a0678e58c0c9,fr,draws catch several times the COVID-19,fr,unclassified,
2164,2867,2020-03-24 11:12:43,db0ac97a-002c-4944-a52c-158bb820ad85,en,Are phramarice open,fr,unclassified,
2165,2868,2020-03-24 9:28:01,7de9c112-f8f8-4794-b0b8-e0e47b6c88cf,fr,Can there be healthy carriers?,fr,unclassified,
2166,2875,2020-03-24 7:34:01,be01ead0-3085-421b-b9c2-392ca310d7a1,fr,Can we know in which city or area is located the cases? Boiler Appalachian is very big!,fr,unclassified,
2167,2881,2020-03-24 8:24:29,5012e253-6c65-4377-875b-f078a8adc0c4,fr,What is the progression of covid-19 in the world?,fr,unclassified,
2168,2883,2020-03-24 8:06:01,180e1696-1017-41dc-9903-951ca1c108b2,fr,Can I force my employer to allow me to telework?,fr,unclassified,
2169,2884,2020-03-24 11:12:43,db0ac97a-002c-4944-a52c-158bb820ad85,en,What number should I call to speak to a doctor?,fr,unclassified,
2170,2885,2020-03-24 9:26:59,fa70d90c-f71a-45c5-bbce-311a07681952,fr,Which store are open?,fr,unclassified,
2171,2886,2020-03-24 9:07:08,8eb32ffc-1f4b-47b3-8f07-e8d337a4e91e,fr,Will the government pay the employer to pay unemployment insurance to employees on break from work?,fr,unclassified,
2172,2899,2020-03-24 7:34:01,be01ead0-3085-421b-b9c2-392ca310d7a1,fr,Mom spouse is at high risk of conplication if he catches the virus. How do I know his chance of exact complication?,fr,unclassified,
2173,2900,2020-03-24 9:21:30,0b7b3c98-fc9f-4862-8eba-a63a59bcfcee,fr,When should I go to the hospital?,fr,unclassified,
2174,2909,2020-03-24 8:40:43,9434707b-0b80-4a5c-a67a-b69a55ad7541,en,"If a person has coronavirus once, is he immune for life?",fr,unclassified,
2175,2911,2020-03-24 11:07:12,d6f28a42-2b03-402f-8e40-495898b20d61,fr,Does heat affect the virus?,fr,unclassified,
2176,2916,2020-03-24 10:24:47,f338a04d-1468-4265-9b58-f4f0d96170f9,fr,Is coronavirus cold survival?,fr,unclassified,
2177,2923,2020-03-24 7:33:42,62063dcd-5c40-4944-b5a7-e14ff2d6c7b9,fr,Why mass screening is a good strategy?,fr,unclassified,
2178,2926,2020-03-24 10:58:30,90174854-d97d-4978-a74a-5782add34b2f,fr,Can I self-contaminate myself when I'm at home alone?,fr,unclassified,
2179,2929,2020-03-24 9:41:35,c932b9d8-9a6e-4fd5-b5ca-ee159cf04590,fr,Dishwashing liquid,fr,unclassified,
2180,2938,2020-03-24 11:12:43,db0ac97a-002c-4944-a52c-158bb820ad85,en,Are convenience stores open,fr,unclassified,
2181,2939,2020-03-24 9:17:03,85a78f1e-69a3-438b-a232-4589bbd0cb55,fr,"Muscle Cardio problem, is that one is more sensitive to covid-19",fr,unclassified,
2182,2942,2020-03-24 11:35:02,3d366f40-b6ea-48d8-8a7f-965ebf8f4bb5,fr,Does covid-19 have permanent and irreversible repercussions in all cases?,fr,unclassified,
2183,2952,2020-03-24 4:02:29,8703fe18-07d2-4650-8cfa-dec30a8d00dc,fr,Is the heat killed the virus?,fr,unclassified,
2184,2956,2020-03-24 7:33:34,f8c588ff-1538-4e59-a3f4-6a0be184b929,fr,Can my employer kck me out?,fr,unclassified,
2185,2957,2020-03-24 10:54:07,4f44dac9-ba87-4fc2-8b63-55bf6746a593,fr,I've been out of work since March 11th and I work in a bank at the checkout I think I shouldn't go back until I think I'm worried,fr,unclassified,
2186,2959,2020-03-24 11:47:45,601dd217-261e-4df9-8b5f-0ca05d272699,en,How do I know if I am affected?,fr,unclassified,
2187,2960,2020-03-24 9:41:35,c932b9d8-9a6e-4fd5-b5ca-ee159cf04590,fr,What is the difference in effectiveness between soap and dish liquid?,fr,unclassified,
2188,2963,2020-03-24 11:04:59,1c244aff-65ed-481a-890f-f064d04449a9,fr,Is this true COVID-19 can not withstand heat more than 30 degrees Celsius?,fr,unclassified,
2189,2964,2020-03-24 9:26:59,fa70d90c-f71a-45c5-bbce-311a07681952,fr,Can my pet pass on the covid to me?,fr,unclassified,
2190,2966,2020-03-24 6:40:53,1f4ea2f7-50db-4ec4-8b26-776b51f2158c,fr,How many deaths today in Quebec,fr,unclassified,
2191,2967,2020-03-24 11:04:59,1c244aff-65ed-481a-890f-f064d04449a9,fr,Can healthy young people die from this COVID-19 disease?,fr,unclassified,
2192,2972,2020-03-24 10:47:14,3aa5c40e-03d7-4365-920a-236047702021,fr,are asthmatics more at risk of serious complications (based on current cases),fr,unclassified,
