question_processed,cluster
why is the quarantine 10 days now instead of the prior 14 days ,unclassified
why is the virus called covid19,unclassified
why is there a shortage of toilet paper,unclassified
why is there no toilet paper,unclassified
why is this virus so bad for elderly,unclassified
why is trudeau asleep,unclassified
why name it corona,unclassified
why not,unclassified
why not have grocery stores make more deliveries instead of having people travel and go to stores,unclassified
why only after 28 weeks of pregnancy is highly recommended to avoid covid19 ,unclassified
why should i worry about this virus since 80 of the population will get it anyway the negative impacts of the restrictions on my mental health are worse than the virus itself,unclassified
why so serious,unclassified
will 1 meter distancing safe,unclassified
will a shelter in place order allow shared custody agreements to be met or will the parents be required to leave their children with whichever parent has them the day it comes into effect,unclassified
will covid 19 make me smarter ,unclassified
will covid19 go away like the 1918 influenza and sars did,unclassified
will covid19 have longterm side effects on my health,unclassified
will governments learn from this,unclassified
will herd immunity be the only means of eradicating covid19,unclassified
will high temperature kill coronavirus,unclassified
will humanity survive covid 19,unclassified
will it be gone by summer,unclassified
will it get better in summer with higher temperatures,unclassified
will people on ltd long term disability drill receive their payments,unclassified
will the groceries shut down,unclassified
will the pandemic affect university research,unclassified
will the virus affect my sexual ability ,unclassified
will there be any changes in pgwp,unclassified
would i get corona ,unclassified
would it currently be safe to order products online such as ordering things from amazon,unclassified
you ask about fever but what about chills,unclassified
